timestamp, audio inference
1364404054,2

1364404055,1

1364404056,1

1364404057,1

1364404058,1

1364404059,1

1364404060,1

1364404061,1

1364404062,1

1364404063,1

1364404064,1

1364404065,1

1364404066,1

1364404067,1

1364404068,1

1364404069,2

1364404070,1

1364404070,2

1364404071,1

1364404072,1

1364404073,1

1364404074,1

1364404075,1

1364404076,1

1364404077,1

1364404078,1

1364404079,1

1364404080,1

1364404081,1

1364404082,1

1364404083,1

1364404084,1

1364404085,1

1364404086,1

1364404087,1

1364404088,1

1364404089,1

1364404090,1

1364404091,1

1364404092,1

1364404093,1

1364404094,1

1364404095,1

1364404095,1

1364404096,1

1364404097,1

1364404098,1

1364404099,2

1364404100,1

1364404101,1

1364404102,1

1364404103,1

1364404104,1

1364404105,1

1364404106,1

1364404107,1

1364404108,1

1364404109,1

1364404110,1

1364404111,1

1364404112,1

1364404113,1

1364404114,1

1364404115,2

1364404116,1

1364404117,1

1364404118,1

1364404118,1

1364404119,1

1364404120,1

1364404121,1

1364404122,1

1364404123,1

1364404124,1

1364404125,1

1364404126,2

1364404127,1

1364404128,1

1364404129,1

1364404130,1

1364404131,1

1364404132,1

1364404133,1

1364404134,1

1364404135,1

1364404136,1

1364404137,1

1364404138,1

1364404139,2

1364404140,1

1364404141,0

1364404142,1

1364404143,1

1364404143,1

1364404144,1

1364404145,1

1364404146,1

1364404147,1

1364404148,1

1364404149,1

1364404150,1

1364404151,1

1364404152,1

1364404153,1

1364404154,1

1364404155,1

1364404156,1

1364404157,1

1364404158,1

1364404159,0

1364404160,0

1364404161,0

1364404162,0

1364404163,1

1364404164,0

1364404165,0

1364404166,1

1364404166,1

1364404167,1

1364404168,0

1364404169,1

1364404170,1

1364404171,1

1364404172,0

1364404173,1

1364404174,1

1364404175,1

1364404176,1

1364404177,1

1364404178,2

1364404179,1

1364404180,1

1364404181,1

1364404182,1

1364404183,1

1364404184,1

1364404185,1

1364404186,1

1364404187,1

1364404188,1

1364404189,1

1364404190,1

1364404191,1

1364404191,1

1364404192,1

1364404193,1

1364404194,1

1364404195,1

1364404196,1

1364404197,1

1364404198,0

1364404199,1

1364404200,1

1364404201,1

1364404202,1

1364404203,1

1364404204,1

1364404205,1

1364404206,1

1364404207,1

1364404208,1

1364404209,1

1364404210,1

1364404211,1

1364404212,2

1364404213,1

1364404214,2

1364404214,1

1364404215,1

1364404216,0

1364404217,2

1364404218,1

1364404219,1

1364404220,1

1364404221,1

1364404222,1

1364404223,1

1364404224,1

1364404225,1

1364404226,1

1364404227,0

1364404228,1

1364404229,1

1364404230,1

1364404231,1

1364404232,1

1364404233,1

1364404234,2

1364404235,1

1364404236,1

1364404237,0

1364404238,1

1364404239,1

1364404239,1

1364404240,0

1364404241,0

1364404242,1

1364404243,1

1364404244,2

1364404245,1

1364404246,1

1364404247,1

1364404248,1

1364404249,1

1364404250,1

1364404251,1

1364404252,1

1364404253,1

1364404254,1

1364404255,1

1364404256,1

1364404257,2

1364404258,1

1364404259,2

1364404260,1

1364404261,1

1364404262,1

1364404262,1

1364404263,1

1364404264,1

1364404265,0

1364404266,0

1364404267,0

1364404268,2

1364404269,1

1364404270,1

1364404271,0

1364404272,0

1364404273,1

1364404274,0

1364404275,2

1364404276,1

1364404277,1

1364404278,1

1364404279,1

1364404280,0

1364404281,1

1364404282,1

1364404283,1

1364404284,1

1364404285,0

1364404286,0

1364404287,1

1364404287,1

1364404288,1

1364404289,1

1364404290,0

1364404291,0

1364404292,2

1364404293,1

1364404294,1

1364404295,1

1364404296,1

1364404297,1

1364404298,1

1364404299,1

1364404300,1

1364404301,1

1364404302,1

1364404303,1

1364404304,1

1364404305,1

1364404306,1

1364404307,1

1364404308,1

1364404309,1

1364404310,1

1364404310,1

1364404312,1

1364404312,0

1364404313,0

1364404314,0

1364404315,1

1364404316,1

1364404317,1

1364404318,0

1364404319,1

1364404320,0

1364404321,1

1364404322,1

1364404323,1

1364404324,1

1364404325,1

1364404326,0

1364404327,1

1364404328,2

1364404329,1

1364404330,0

1364404331,1

1364404332,1

1364404333,1

1364404334,1

1364404335,1

1364404335,1

1364404336,1

1364404337,1

1364404338,1

1364404339,1

1364404340,1

1364404341,1

1364404342,1

1364404343,1

1364404344,1

1364404345,1

1364404346,1

1364404347,1

1364404348,1

1364404349,0

1364404350,1

1364404351,0

1364404352,1

1364404353,1

1364404354,1

1364404355,1

1364404356,0

1364404357,0

1364404358,1

1364404358,0

1364404360,0

1364404360,1

1364404361,1

1364404362,1

1364404363,0

1364404364,0

1364404365,0

1364404366,0

1364404367,0

1364404368,1

1364404369,1

1364404370,0

1364404371,1

1364404372,1

1364404373,0

1364404374,0

1364404375,0

1364404376,0

1364404377,0

1364404378,0

1364404379,0

1364404380,1

1364404381,0

1364404382,0

1364404383,1

1364404383,1

1364404384,1

1364404385,1

1364404386,0

1364404387,1

1364404388,2

1364404389,1

1364404390,1

1364404391,1

1364404392,1

1364404393,1

1364404394,1

1364404395,1

1364404396,1

1364404397,1

1364404398,1

1364404399,1

1364404400,1

1364404401,0

1364404402,1

1364404403,1

1364404404,1

1364404405,1

1364404406,1

1364404406,0

1364404408,2

1364404408,1

1364404409,2

1364404410,1

1364404411,1

1364404412,1

1364404413,1

1364404414,1

1364404415,1

1364404416,1

1364404417,1

1364404418,1

1364404419,1

1364404420,0

1364404421,1

1364404422,1

1364404423,1

1364404424,0

1364404425,0

1364404426,1

1364404427,1

1364404428,1

1364404429,1

1364404430,1

1364404431,1

1364404431,0

1364404432,0

1364404433,0

1364404434,1

1364404435,1

1364404436,0

1364404437,1

1364404438,1

1364404439,1

1364404440,1

1364404441,1

1364404442,0

1364404443,0

1364404444,1

1364404445,1

1364404446,0

1364404447,2

1364404448,1

1364404449,1

1364404450,0

1364404451,0

1364404452,1

1364404453,0

1364404454,0

1364404454,0

1364404456,0

1364404456,0

1364404457,0

1364404458,0

1364404459,0

1364404460,1

1364404461,1

1364404462,1

1364404463,1

1364404464,1

1364404465,1

1364404466,1

1364404467,1

1364404468,0

1364404469,1

1364404470,1

1364404471,1

1364404472,1

1364404473,1

1364404474,1

1364404475,1

1364404476,1

1364404477,0

1364404478,1

1364404479,1

1364404479,0

1364404480,1

1364404481,1

1364404482,1

1364404483,1

1364404484,2

1364404485,0

1364404486,2

1364404487,1

1364404488,1

1364404489,1

1364404490,1

1364404491,1

1364404492,1

1364404493,0

1364404494,1

1364404495,1

1364404496,1

1364404497,1

1364404498,1

1364404499,0

1364404500,1

1364404501,1

1364404502,1

1364404502,0

1364404504,1

1364404504,1

1364404505,1

1364404506,1

1364404507,0

1364404508,2

1364404509,1

1364404510,1

1364404511,1

1364404512,1

1364404513,0

1364404514,1

1364404515,0

1364404516,0

1364404517,2

1364404518,1

1364404519,0

1364404520,0

1364404521,0

1364404522,1

1364404523,1

1364404524,0

1364404525,1

1364404526,1

1364404527,1

1364404527,0

1364404528,0

