timestamp, audio inference
1364410655,0

1364410656,0

1364410657,0

1364410657,2

1364410658,0

1364410659,1

1364410660,1

1364410661,1

1364410662,1

1364410663,1

1364410664,0

1364410665,2

1364410666,1

1364410667,0

1364410668,0

1364410669,0

1364410670,2

1364410671,1

1364410672,0

1364410673,0

1364410674,2

1364410675,0

1364410676,0

1364410677,0

1364410678,0

1364410679,0

1364410680,2

1364410680,0

1364410682,0

1364410682,0

1364410683,2

1364410684,1

1364410685,1

1364410686,1

1364410687,1

1364410688,0

1364410689,0

1364410690,2

1364410691,1

1364410692,1

1364410693,1

1364410694,2

1364410695,1

1364410696,1

1364410697,1

1364410698,0

1364410699,2

1364410700,0

1364410701,0

1364410702,0

1364410703,0

1364410704,2

1364410705,1

1364410705,1

1364410706,2

1364410707,1

1364410708,0

1364410709,2

1364410710,2

1364410711,0

1364410712,0

1364410713,0

1364410714,0

1364410715,2

1364411872,0

1364411873,0

1364411874,1

1364411875,0

1364411876,2

1364411877,1

1364411878,1

1364411879,1

1364411880,1

1364411881,0

1364411882,0

1364411883,1

1364411884,1

1364411885,2

1364411886,1

1364411887,1

1364411888,1

1364411889,1

1364411890,1

1364411891,1

1364411892,0

1364411893,0

1364411894,0

1364411894,1

1364411895,0

1364411896,1

1364411897,0

1364411898,0

1364411899,1

1364411900,0

1364411901,0

1364411902,0

1364411903,1

1364411904,1

1364411905,0

1364411906,0

1364411907,0

1364411908,0

1364411909,0

1364411910,0

1364411911,0

1364411912,2

1364411913,0

1364411914,0

1364411915,1

1364411916,0

1364411917,0

1364411917,1

1364411919,0

1364411919,0

1364411920,0

1364411921,0

1364411922,0

1364411923,1

1364411924,1

1364411925,1

1364411926,1

1364411927,0

1364411928,0

1364411929,0

1364411930,0

1364411931,1

1364411932,0

1364411933,0

1364411934,1

1364411935,1

1364411936,1

1364411937,0

1364411938,1

1364411939,0

1364411940,0

1364411941,0

1364411942,0

1364411942,0

1364411943,0

1364411944,1

1364411945,0

1364411946,0

1364411947,0

1364411948,0

1364411949,1

1364411950,1

1364411951,1

1364411952,1

1364411953,1

1364411954,0

1364411955,0

1364411956,0

1364411957,0

1364411958,0

1364411959,0

1364411960,0

1364411961,0

1364411962,0

1364411963,0

1364411964,0

1364411965,1

1364411965,0

1364411967,1

1364411967,0

1364411968,0

1364411969,2

1364411970,1

1364411971,1

1364411972,1

1364411973,1

1364411974,0

1364411975,0

1364411976,0

1364411977,2

1364411978,2

1364411979,1

1364411980,1

1364411981,1

1364411982,0

1364411983,1

1364411984,0

1364411985,0

1364411986,0

1364411987,0

1364411988,0

1364411989,0

1364411990,0

1364411990,0

1364411991,0

1364411992,0

1364411993,0

1364411994,0

1364411995,0

1364411996,1

1364411997,1

1364411998,1

1364411999,1

1364412000,0

1364412001,0

1364412002,0

1364412003,0

1364412004,0

1364412005,0

1364412006,0

1364412007,1

1364412008,0

1364412009,1

1364412010,1

1364412011,0

1364412012,0

1364412013,2

1364412013,0

1364412015,1

1364412015,1

1364412016,1

1364412017,1

1364412018,1

1364412019,1

1364412020,1

1364412021,0

1364412022,2

1364412023,0

1364412024,1

1364412025,1

