timestamp, audio inference
1364501742,0

1364501742,1

1364501744,1

1364501744,1

1364501745,1

1364501746,1

1364501747,2

1364501748,2

1364501749,1

1364501750,1

1364501751,1

1364501752,1

1364501753,1

1364501754,1

1364501755,1

1364501756,1

1364501757,1

1364501758,0

1364501759,0

1364501759,1

1364501760,0

1364501761,0

1364501762,0

1364501763,0

1364501764,0

1364501765,0

1364501766,0

1364501767,0

1364501768,0

1364501769,0

1364501770,0

1364501771,0

1364501772,0

1364501773,0

1364501774,0

1364501775,0

1364501776,0

1364501777,0

1364501778,0

1364501779,0

1364501780,0

1364501781,0

1364501782,0

1364501782,0

1364501783,0

1364501784,0

1364501785,0

1364501786,1

1364501787,0

1364501788,0

1364501789,0

1364501790,0

1364501791,0

1364501792,0

1364501793,0

1364501794,0

1364501795,0

1364501796,0

1364501797,0

1364501798,0

1364501799,0

1364501800,1

1364501801,1

1364501802,1

1364501803,0

1364501804,2

1364501805,1

1364501805,0

1364501807,0

1364501807,0

1364501808,2

1364501809,1

1364501810,0

1364501811,0

1364501812,0

1364501813,0

1364501814,0

1364501815,0

1364501816,0

1364501817,0

1364501818,0

1364501819,0

1364501820,0

1364501821,0

1364501822,0

1364501823,0

1364501824,1

1364501825,1

1364501826,1

1364501827,0

1364501828,0

1364501829,0

1364501830,2

1364501830,1

1364501831,1

1364501832,1

1364501833,1

1364501834,1

1364501835,1

1364501836,1

1364501837,0

1364501838,0

1364501839,0

1364501840,1

1364501841,1

1364501842,1

1364501843,1

1364501844,1

1364501845,1

1364501846,1

1364501847,0

1364501848,0

1364501849,0

1364501850,0

1364501851,0

1364501852,1

1364501853,1

1364501853,1

1364501855,1

1364501855,2

1364501856,1

1364501857,1

1364501858,1

1364501859,1

1364501860,1

1364501861,1

1364501862,1

1364501863,1

1364501864,1

1364501865,1

1364501866,1

1364501867,1

1364501868,1

1364501869,1

1364501870,1

1364501871,1

1364501872,1

