timestamp, audio inference
1364404104,2

1364404105,1

1364404106,1

1364404107,1

1364404108,1

1364404109,1

1364404110,1

1364404111,1

1364404112,1

1364404113,1

1364404114,1

1364404115,2

1364404116,1

1364404116,1

1364404117,1

1364404118,1

1364404119,1

1364404120,1

1364404121,1

1364404122,1

1364404123,1

1364404124,1

1364404125,1

1364404126,2

1364404127,1

1364404128,1

1364404129,1

1364404130,1

1364404131,1

1364404132,1

1364404133,1

1364404134,1

1364404135,1

1364404136,1

1364404137,1

1364404138,1

1364404139,1

1364404140,1

1364404141,0

1364404141,0

1364404142,1

1364404143,0

1364404144,1

1364404145,1

1364404146,1

1364404147,1

1364404148,1

1364404149,1

1364404150,1

1364404151,1

1364404152,1

1364404153,1

1364404154,1

1364404155,1

1364404156,1

1364404157,1

1364404158,1

1364404159,0

1364404160,1

1364404161,0

1364404162,1

1364404163,1

1364404164,0

1364404164,0

1364404166,1

1364404166,0

1364404167,1

1364404168,0

1364404169,1

1364404170,1

1364404171,1

1364404172,0

1364404173,2

1364404174,1

1364404175,1

1364404176,1

1364404177,1

1364404178,2

1364404179,1

1364404180,1

1364404181,1

1364404182,1

1364404183,2

1364404184,1

1364404185,1

1364404186,1

1364404187,1

1364404188,1

1364404189,1

1364404189,1

1364404190,1

1364404191,1

1364404192,1

1364404193,1

1364404194,1

1364404195,1

1364404196,1

1364404197,1

1364404198,0

1364404199,1

1364404200,1

1364404201,1

1364404202,1

1364404203,1

1364404204,1

1364404205,1

1364404206,1

1364404207,1

1364404208,1

1364404209,1

1364404210,1

1364404211,1

1364404212,2

1364404212,1

1364404214,2

1364404214,1

1364404215,1

1364404216,0

1364404217,1

1364404218,1

1364404219,1

1364404220,1

1364404221,1

1364404222,1

1364404223,1

1364404224,1

1364404225,1

1364404226,1

1364404227,0

1364404228,1

1364404229,1

1364404230,1

1364404231,1

1364404232,1

1364404233,1

1364404234,1

1364404235,1

1364404236,1

1364404237,1

1364404237,1

1364404238,1

1364404239,1

1364404240,0

1364404241,0

1364404242,1

1364404243,1

1364404244,1

1364404245,1

1364404246,1

1364404247,1

1364404248,1

1364404249,1

1364404250,1

1364404251,2

1364404252,1

1364404253,1

1364404254,1

1364404255,1

1364404256,1

1364404257,2

1364404258,1

1364404259,1

1364404260,1

1364404260,1

1364404262,0

1364404262,0

1364404263,0

1364404264,1

1364404265,0

1364404266,0

1364404267,1

1364404268,1

1364404269,1

1364404270,1

1364404271,0

1364404272,1

1364404273,1

1364404274,0

1364404275,0

1364404276,1

1364404277,1

1364404278,1

1364404279,1

1364404280,0

1364404281,1

1364404282,1

1364404283,1

1364404284,1

1364404285,0

1364404285,1

1364404286,1

1364404287,1

1364404288,1

1364404289,1

1364404290,0

1364404291,1

1364404292,2

1364404293,1

1364404294,1

1364404295,1

1364404296,1

1364404297,1

1364404298,1

1364404299,1

1364404300,1

1364404301,1

1364404302,1

1364404303,1

1364404304,1

1364404305,1
