timestamp, audio inference
1364404128,1

1364404129,2

1364404130,1

1364404131,1

1364404132,2

1364404133,1

1364404134,1

1364404135,1

1364404136,1

1364404137,1

1364404138,1

1364404139,2

1364404140,1

1364404141,0

1364404142,1

1364404142,1

1364404143,1

1364404144,1

1364404145,1

1364404146,1

1364404147,1

1364404148,1

1364404149,1

1364404150,1

1364404151,1

1364404152,1

1364404153,1

1364404154,1

1364404155,1

1364404156,1

1364404157,1

1364404158,1

1364404159,1

1364404160,1

1364404161,1

1364404162,1

1364404163,1

1364404164,0

1364404165,2

1364404165,1

1364404166,2

1364404167,1

1364404168,0

1364404169,1

1364404170,1

1364404171,1

1364404172,0

1364404173,2

1364404174,1

1364404175,1

1364404176,1

1364404177,1

1364404178,2

1364404179,1

1364404180,1

1364404181,1

1364404182,1

1364404183,1

1364404184,1

1364404185,1

1364404186,1

1364404187,2

1364404188,1

1364404189,1

1364404190,1

1364404190,1

1364404191,1

1364404192,1

1364404193,1

1364404194,1

1364404195,1

1364404196,1

1364404197,1

1364404198,1

1364404199,1

1364404200,1

1364404201,1

1364404202,1

1364404203,1

1364404204,1

1364404205,1

1364404206,1

1364404207,1

1364404208,1

1364404209,1

1364404210,1

1364404211,1

1364404212,2

1364404213,1

1364404213,2

1364404214,1

1364404215,1

1364404216,1

1364404217,1

1364404218,1

1364404219,1

1364404220,1

1364404221,1

1364404222,1

1364404223,1

1364404224,1

1364404225,1

1364404226,1

1364404227,0

1364404228,2

1364404229,1

1364404230,1

1364404231,1

1364404232,1

1364404233,1

1364404234,1

1364404235,1

1364404236,1

1364404237,1

1364404238,1

1364404238,1

1364404239,1

1364404240,1

1364404241,0

1364404242,1

1364404243,1

1364404244,2

1364404245,1

1364404246,1

1364404247,1

1364404248,1

1364404249,1

1364404250,1

1364404251,2

1364404252,1

1364404253,1

1364404254,1

1364404255,1

1364404256,1

1364404257,1

1364404258,1

1364404259,1

1364404260,1

1364404261,1

1364404261,1

1364404263,0

1364404263,1

1364404264,1

1364404265,0

1364404266,0

1364404267,0

1364404268,2

1364404269,1

1364404270,1

1364404271,1

1364404272,0

1364404273,1

1364404274,1

1364404275,1

1364404276,1

1364404277,1

1364404278,1

1364404279,1

1364404280,1

1364404281,1

1364404282,1

1364404283,1

1364404284,1

1364404285,1

1364404286,0

1364404286,1

1364404287,1

1364404288,1

1364404289,1

1364404290,1

1364404291,1

1364404292,2

1364404293,2

1364404294,1

1364404295,1

1364404296,1

1364404297,1

1364404298,1

1364404299,1

1364404300,1

1364404301,1

1364404302,1

1364404303,1

1364404304,1

1364404305,1

1364404306,2

1364404307,1

1364404308,1

1364404309,1

1364404309,2

1364404311,1

1364404311,1

1364404312,0

1364404313,0

1364404314,1

1364404315,1

1364404316,1

1364404317,1

1364404318,1

1364404319,1

1364404320,0

1364404321,1

1364404322,1

1364404323,2

1364404324,1

1364404325,1

1364404326,2

1364404327,1

1364404328,2

1364404329,1

1364404330,1

1364404331,1

1364404332,1

1364404333,1

1364404334,1

1364404334,1

1364404335,1

1364404336,1

1364404337,1

1364404338,1

1364404339,1

1364404340,1

1364404341,1

1364404342,1

1364404343,1

1364404344,2

1364404345,1

1364404346,1

1364404347,1

1364404348,1

1364404349,0

1364404350,1

1364404351,0

1364404352,1

1364404353,1

1364404354,1

1364404355,1

1364404356,1

1364404357,0

1364404357,1

1364404359,0

1364404359,0

1364404360,1

1364404361,0

1364404362,1

1364404363,0

1364404364,1

1364404365,0

1364404366,2

1364404367,0

1364404368,1

1364404369,1

1364404370,1

1364404371,1

1364404372,1

1364404373,0

1364404374,0

1364404375,0

1364404376,0

1364404377,0

1364404378,0

1364404379,0

1364404380,1

1364404381,0

1364404382,0

1364404382,1

1364404383,1

1364404384,1

1364404385,1

1364404386,0

1364404387,1

1364404388,1

1364404389,1

1364404390,1

1364404391,1

1364404392,1

1364404393,1

1364404394,2

1364404395,1

1364404396,1

1364404397,1

1364404398,1

1364404399,1

1364404400,1

1364404401,1

1364404402,1

1364404403,1

1364404404,1

1364404405,1

1364404405,1

1364404407,0

1364404407,2

1364404408,2

1364404409,2

1364404410,1

1364404411,1

1364404412,1

1364404413,1

1364404414,1

1364404415,1

1364404416,1

1364404417,1

1364404418,1

1364404419,1

1364404420,1

1364404421,1

1364404422,1

1364404423,1

1364404424,0

1364404425,0

1364404426,1

1364404427,1

1364404428,1

1364404429,0

1364404430,1

1364404430,1

1364404431,1

1364404432,0

1364404433,0

1364404434,1

1364404435,1

1364404436,0

1364404437,1

1364404438,0

1364404439,1

1364404440,1

1364404441,1

1364404442,0

1364404443,0

1364404444,1

1364404445,1

1364404446,0

1364404447,1

1364404448,2

1364404449,1

1364404450,0

1364404451,0

1364404452,1

1364404453,0

1364404453,2

1364404455,2

1364404455,2

1364404456,0

1364404457,0

1364404458,1

1364404459,2

1364404460,1

1364404461,2

1364404462,1

1364404463,2

1364404464,1

1364404465,1

1364404466,1

1364404467,1

1364404468,0

1364404469,0

1364404470,1

1364404471,1

1364404472,1

1364404473,1

1364404474,2

1364404475,2

1364404476,1

1364404477,1

1364404478,1

1364404478,1

1364404479,0

1364404480,0

1364404481,2

1364404482,1

1364404483,1

1364404484,1

1364404485,1

1364404486,2

1364404487,1

1364404488,1

1364404489,2

1364404490,1

1364404491,2

1364404492,2

1364404493,2

1364404494,2

1364404495,1

1364404496,1

1364404497,1

1364404498,1

1364404499,1

1364404500,1

1364404501,1

1364404501,1

1364404503,1

1364404503,1

1364404504,1

1364404505,1

1364404506,1

1364404507,1

1364404508,2

1364404509,1

1364404510,1

1364404511,1

1364404512,1

1364404513,1

1364404514,1

1364404515,1

1364404516,1

1364404517,1

1364404518,1

1364404519,1

1364404520,1

1364404521,2

1364404522,1

1364404523,2

1364404524,1

1364404525,1

1364404526,1

1364404526,1

1364404527,1

1364404528,1

1364404529,1

1364404530,1

1364404531,1

1364404532,1

1364404533,1

1364404534,1

1364404535,1

1364404536,1

1364404537,1

1364404538,1

1364404539,2

1364404540,2

1364404541,1

1364404542,1

1364404543,1

1364404544,1

1364404545,1

1364404546,1

1364404547,1

1364404548,1

1364404549,2

1364404550,1

1364404551,1

1364404551,1

1364404552,1

1364404553,1

1364404554,1

1364404555,1

1364404556,1

1364404557,1

1364404558,1

1364404559,1

1364404560,1

1364404561,1

1364404562,2

1364404563,2

1364404564,1

1364404565,1

1364404566,1

1364404567,1

1364404568,1

1364404569,1

1364404570,1

1364404571,1

1364404572,1

1364404573,1

1364404574,1

1364404574,1

1364404575,1

1364404576,1

1364404577,1

1364404578,1

1364404579,1

1364404580,1

1364404581,1

1364404582,1

1364404583,1

1364404584,1

1364404585,1

1364404586,1

1364404587,1

1364404588,1

1364404589,1

1364404590,1

1364404591,1

1364404592,1

1364404593,1

1364404594,1

1364404595,1

1364404596,1

1364404597,1

1364404598,1

1364404599,1

1364404599,1

1364404600,1

1364404601,1

1364404602,1

1364404603,1

1364404604,1

1364404605,1

1364404606,1

1364404607,1

1364404608,1

1364404609,1

1364404610,1

1364404611,1

1364404612,1

1364404613,1

1364404614,1

1364404615,1

1364404616,1

1364404617,1

1364404618,1

1364404619,1

1364404620,1

1364404621,1

1364404622,1

1364404622,1

1364404623,1

1364404624,1

1364404625,2

1364404626,1

1364404627,1

1364404628,1

1364404629,1

1364404630,1

1364404631,1

1364404632,1

1364404633,1

1364404634,1

1364404635,1

1364404636,1

1364404637,1

1364404638,1

1364404639,1

1364404640,1

1364404641,1

1364404642,1

1364404643,1

1364404644,1

1364404645,1

1364404646,1

1364404647,1

1364404647,1

1364404648,1

1364404649,1

1364404650,1

1364404651,1

1364404652,1

1364404653,2

1364404654,1

1364404655,0

1364404656,2

1364404657,1

1364404658,2

1364404659,1

1364404660,2

1364404661,1

1364404662,0

1364404663,1

1364404664,1

1364404665,1

1364404666,1

1364404667,1

1364404668,1

1364404669,1

1364404670,1

1364404670,1

1364404671,1

1364404672,1

1364404673,1

1364404674,1

1364404675,1

1364404676,1

1364404677,1

1364404678,1

1364404679,1

1364404680,1

1364404681,1

1364404682,1

1364404683,1

1364404684,1

1364404685,1

1364404686,1

1364404687,1

1364404688,1

1364404689,1

1364404690,1

1364404691,1

1364404692,1

1364404693,1

1364404694,1

1364404695,1

1364404695,1

1364404696,1

1364404697,1

1364404698,1

1364404699,1

1364404700,1

1364404701,1

1364404702,1

1364404703,1

1364404704,1

1364404705,1

1364404706,1

1364404707,1

1364404708,1

1364404709,1

1364404710,1

1364404711,1

1364404712,1

1364404713,1

1364404714,1

1364404715,1

1364404716,1

1364404717,1

1364404718,1

1364404718,1

1364404719,1

1364404720,1

1364404721,1

1364404722,1

1364404723,2

1364404724,1

1364404725,1

1364404726,1

1364404727,1

1364404728,1

1364404729,1

1364404730,1

1364404731,1

1364404732,1

1364404733,1

1364404734,1

1364404735,1

1364404736,1

1364404737,1

1364404738,1

1364404739,1

1364404740,1

1364404741,1

1364404742,1

1364404743,1

1364404743,1

1364404744,1

1364404745,1

1364404746,1

1364404747,1

1364404748,1

1364404749,1

1364404750,1

1364404751,1

1364404752,1

1364404753,1

1364404754,1

1364404755,1

1364404756,1

1364404757,1

1364404758,1

1364404759,1

1364404760,1

1364404761,1

1364404762,1

1364404763,1

1364404764,1

1364404765,1

1364404766,1

1364404766,1

1364404767,1

1364404768,1

1364404769,1

1364404770,1

1364404771,1

1364404772,1

1364404773,1

1364404774,1

1364404775,1

1364404776,1

1364404777,1

1364404778,1

1364404779,1

1364404780,1

1364404781,1

1364404782,1

1364404783,1

1364404784,1

1364404785,1

1364404786,1

1364404787,1

1364404788,1

1364404789,1

1364404790,1

1364404791,1

1364404791,1

1364404792,1

1364404793,1

1364404794,1

1364404795,1

1364404796,1

1364404797,1

1364404798,1

1364404799,1

1364404800,1

1364404801,1

1364404802,1

1364404803,1

1364404804,1

1364404805,1

1364404806,1

1364404807,1

1364404808,1

1364404809,1

1364404810,1

1364404811,1

1364404812,1

1364404813,1

1364404814,1

1364404814,1

1364404815,1

1364404816,1

1364404817,1

1364404818,1

1364404819,1

1364404820,1

1364404821,1

1364404822,1

1364404823,1

1364404824,1

1364404825,1

1364404826,1

1364404827,1

1364404828,1

1364404829,1

1364404830,1

1364404831,1

1364404832,1

1364404833,1

1364404834,1

1364404835,1

1364404836,1

1364404837,1

1364404838,1

1364404839,1

1364404839,1

1364404840,1

1364404841,1

1364404842,1

1364404843,1

1364404844,1

1364404845,1

1364404846,1

1364404847,1

1364404848,1

1364404849,1

1364404850,1

1364404851,1

1364404852,1

1364404853,1

1364404854,1

1364404855,1

1364404856,1

1364404857,1

1364404858,1

1364404859,1

1364404860,1

1364404861,1

1364404862,1

1364404862,1

1364404864,1

1364404864,1

1364404865,1

1364404866,1

1364404867,1

1364404868,1

1364404869,1

1364404870,1

1364404871,1

1364404872,1

1364404873,1

1364404874,1

1364404875,1

1364404876,1

1364404877,1

1364404878,1

1364404879,1

1364404880,1

1364404881,1

1364404882,1

1364404883,1

1364404884,1

1364404885,1

1364404886,1

1364404887,1

1364404887,1

1364404888,1

1364404889,1

1364404890,1

1364404891,1

1364404892,1

1364404893,1

1364404894,1

1364404895,1

1364404896,1

1364404897,1

1364404898,1

1364404899,1

1364404900,1

1364404901,1

1364404902,1

1364404903,1

1364404904,1

1364404905,1

1364404906,1

1364404907,1

1364404908,1

1364404909,1

1364404910,1

1364404910,1

1364404912,2

1364404912,1

1364404913,1

1364404914,0

1364404915,1

1364404916,1

1364404917,1

1364404918,1

1364404919,1

1364404920,1

1364404921,1

1364404922,1

1364404923,1

1364404924,1

1364404925,1

1364404926,1

1364404927,1

1364404928,1

1364404929,1

1364404930,1

1364404931,1

1364404932,1

1364404933,1

