timestamp, audio inference
1364356800,1

1364356801,0

1364356802,0

1364356803,0

1364356804,0

1364356805,0

1364356806,0

1364356807,1

1364356808,0

1364356809,0

1364356810,0

1364356811,1

1364356812,2

1364356813,2

1364356814,1

1364356815,1

1364356816,1

1364356817,1

1364356817,2

1364356818,0

1364356819,1

1364356820,0

1364356821,0

1364356822,0

1364356823,0

1364356824,2

1364356825,2

1364356826,0

1364356827,2

1364356828,0

1364356829,0

1364356830,2

1364356831,1

1364356832,1

1364356833,2

1364356834,1

1364356835,0

1364356836,0

1364356837,0

1364356838,2

1364356839,1

1364356840,1

1364356840,1

1364356842,0

1364356842,0

1364356843,0

1364356844,0

1364356845,0

1364356846,0

1364356847,2

1364356848,1

1364356849,0

1364356850,1

1364356851,0

1364356852,0

1364356853,0

1364356854,0

1364356855,1

1364356856,1

1364356857,1

1364356858,1

1364356859,1

1364356860,0

1364356861,0

1364356862,0

1364356863,0

1364356864,0

1364356865,0

1364356865,1

1364356866,1

1364356867,2

1364356868,1

1364356869,1

1364356870,1

1364356871,2

1364356872,1

1364356873,0

1364356874,0

1364356875,1

1364356876,1

1364356877,0

1364356878,2

1364356879,1

1364356880,2

1364356881,1

1364356882,1

1364356883,2

1364356884,1

1364356885,0

1364356886,0

1364356887,0

1364356888,0

1364356888,1

1364356890,1

1364356890,0

1364356891,0

1364356892,0

1364356893,0

1364356894,0

1364356895,0

1364356896,1

1364356897,1

1364356898,0

1364356899,0

1364356900,0

1364356901,1

1364356902,0

1364356903,0

1364356904,0

1364356905,0

1364356906,2

1364356907,2

1364356908,0

1364356909,0

1364356910,0

1364356911,0

1364356912,0

1364356913,0

1364356913,0

1364356914,0

1364356915,0

1364356916,0

1364356917,0

1364356918,0

1364356919,0

1364356920,0

1364356921,0

1364356922,0

1364356923,0

1364356924,0

1364356925,0

1364356926,0

1364356927,0

1364356928,0

1364356929,0

1364356930,2

1364356931,1

1364356932,1

1364356933,1

1364356934,1

1364356935,2

1364356936,1

1364356937,2

1364356938,0

1364356938,1

1364356939,1

1364356940,1

1364356941,2

1364356942,2

1364356943,1

1364356944,1

1364356945,1

1364356946,1

1364356947,1

1364356948,1

1364356949,2

1364356950,0

1364356951,1

1364356952,1

1364356953,1

1364356954,0

1364356955,0

1364356956,2

1364356957,2

1364356958,0

1364356959,1

1364356960,1

1364356961,0

1364356961,0

1364356962,1

1364356963,1

1364356964,2

1364356965,1

1364356966,0

1364356967,1

1364356968,0

1364356969,1

1364356970,1

1364356971,1

1364356972,1

1364356973,0

1364356974,2

1364356975,1

1364356976,1

1364356977,1

1364356978,1

1364356979,1

1364356980,0

1364356981,0

1364356982,0

1364356983,1

1364356984,0

1364356985,0

1364356986,1

1364356986,1

1364356987,1

1364356988,1

1364356989,2

1364356990,1

1364356991,1

1364356992,1

1364356993,1

1364356994,1

1364356995,1

1364356996,1

1364356997,0

1364356998,0

1364356999,1

1364357000,0

1364357001,0

1364357002,0

1364357003,0

1364357004,0

1364357005,2

1364357006,1

1364357007,1

1364357008,1

1364357009,1

1364357009,1

1364357010,1

1364357011,1

1364357012,0

1364357013,1

1364357014,1

1364357015,0

1364357016,1

1364357017,0

1364357018,0

1364357019,1

1364357020,2

1364357021,1

1364357022,1

1364357023,0

1364357024,1

1364357025,1

1364357026,1

1364357027,1

1364357028,0

1364357029,0

1364357030,0

1364357031,0

1364357032,0

1364357033,2

1364357034,1

1364357034,1

1364357035,1

1364357036,1

1364357037,2

1364357038,0

1364357039,1

1364357040,1

1364357041,1

1364357042,1

1364357043,2

1364357044,1

1364357045,1

1364357046,0

1364357047,1

1364357048,0

1364357049,1

1364357050,1

1364357051,1

1364357052,0

1364357053,0

1364357054,2

1364357055,1

1364357056,1

1364357057,1

1364357057,1

1364357058,0

1364357059,0

1364357060,2

1364357061,1

1364357062,1

1364357063,2

