time,BSSID,freq,level
1364501742,00:01:36:57:be:88,2427,-82
1364501742,00:1c:10:af:35:b5,2462,-77
1364501742,00:25:bc:88:5b:6d,2427,-67
1364501742,00:26:18:9f:c0:c9,2437,-60
1364501742,1c:17:d3:fc:db:22,2462,-81
1364501742,1c:17:d3:fc:db:2f,5200,-67
1364501742,1c:17:d3:fc:f1:10,2412,-71
1364501742,2c:b0:5d:9e:26:6b,2417,-74
1364501742,74:44:01:96:50:66,2422,-72
1364501742,ac:a0:16:ca:5b:ef,5765,-94
1364501742,d0:57:4c:56:fd:43,2437,-71
1364501742,d0:57:4c:57:57:f1,2412,-73
1364501742,d0:57:4c:57:57:ff,5220,-78
1364501742,dc:7b:94:87:27:30,2462,-80
1364501742,dc:7b:94:87:27:31,2462,-83

1364502081,00:01:36:57:be:88,2427,-81
1364502081,00:25:bc:88:5b:6d,2427,-71
1364502081,00:26:18:9f:c0:c9,2437,-44
1364502081,1c:17:d3:fc:db:2f,5200,-69
1364502081,1c:17:d3:fc:f1:10,2412,-70
1364502081,2c:b0:5d:9e:26:6b,2417,-79
1364502081,74:44:01:96:50:66,2422,-73
1364502081,d0:57:4c:56:fd:40,2437,-70
1364502081,d0:57:4c:57:57:ff,5220,-71
1364502081,dc:7b:94:87:27:3e,5785,-94

1364502208,00:01:36:57:be:88,2427,-81
1364502208,00:1c:10:af:35:b5,2462,-79
1364502208,00:25:bc:88:5b:6d,2427,-72
1364502208,00:26:18:9f:c0:c9,2437,-46
1364502208,1c:17:d3:fc:db:2f,5200,-71
1364502208,1c:17:d3:fc:f1:10,2412,-73
1364502208,2c:b0:5d:9e:26:6b,2417,-79
1364502208,74:44:01:96:50:66,2422,-81
1364502208,d0:57:4c:56:fd:40,2437,-74
1364502208,d0:57:4c:57:57:ff,5220,-73
1364502208,dc:7b:94:87:27:3e,5785,-94

1364502223,00:01:36:57:be:88,2427,-79
1364502223,00:1c:10:af:35:b5,2462,-80
1364502223,00:25:bc:88:5b:6d,2427,-70
1364502223,00:26:18:9f:c0:c9,2437,-45
1364502223,1c:17:d3:fc:db:2f,5200,-72
