time,BSSID,freq,level
1364357071,36:a9:05:12:34:f9,2437,-63
1364357071,dc:7b:94:87:70:f3,2412,-85
1364357071,dc:7b:94:87:73:bf,5805,-75

1364357226,36:a9:05:12:34:f9,2437,-61
1364357226,68:7f:74:8f:d2:7e,2437,-83
1364357226,dc:7b:94:87:70:f3,2412,-84
1364357226,dc:7b:94:87:73:bf,5805,-75
1364357226,dc:7b:94:87:95:40,2462,-68

1364358271,36:a9:05:12:34:f9,2437,-61
1364358271,68:7f:74:8f:d2:7e,2437,-83
1364358271,dc:7b:94:87:70:f0,2412,-84
1364358271,dc:7b:94:87:73:bf,5805,-75
1364358271,dc:7b:94:87:95:40,2462,-68

1364359002,36:a9:05:12:34:f9,2437,-63
1364359002,68:7f:74:8f:d2:7e,2437,-74
1364359002,dc:7b:94:87:70:f1,2412,-82
1364359002,dc:7b:94:87:73:bf,5805,-75
1364359002,dc:7b:94:87:95:41,2462,-65

1364359062,36:a9:05:12:34:f9,2437,-64
1364359062,68:7f:74:8f:d2:7e,2437,-81
1364359062,dc:7b:94:87:70:f1,2412,-86
1364359062,dc:7b:94:87:73:bf,5805,-75
1364359062,dc:7b:94:87:95:41,2462,-65

1364359122,36:a9:05:12:34:f9,2437,-67
1364359122,68:7f:74:8f:d2:7e,2437,-81
1364359122,dc:7b:94:87:70:f1,2412,-86
1364359122,dc:7b:94:87:73:bf,5805,-75
1364359122,dc:7b:94:87:86:a2,2462,-89
1364359122,dc:7b:94:87:95:41,2462,-68

1364359182,36:a9:05:12:34:f9,2437,-65
1364359182,68:7f:74:8f:d2:7e,2437,-81
1364359182,dc:7b:94:87:70:f1,2412,-86
1364359182,dc:7b:94:87:73:bf,5805,-75
1364359182,dc:7b:94:87:86:a2,2462,-89
1364359182,dc:7b:94:87:95:41,2462,-68

1364359242,36:a9:05:12:34:f9,2437,-65
1364359242,68:7f:74:8f:d2:7e,2437,-81
1364359242,dc:7b:94:87:70:f1,2412,-86
1364359242,dc:7b:94:87:73:bf,5805,-75
1364359242,dc:7b:94:87:86:a2,2462,-89
1364359242,dc:7b:94:87:95:41,2462,-68

1364359302,36:a9:05:12:34:f9,2437,-65
1364359302,68:7f:74:8f:d2:7e,2437,-82
1364359302,dc:7b:94:87:70:f1,2412,-86
1364359302,dc:7b:94:87:73:bf,5805,-75
1364359302,dc:7b:94:87:86:a2,2462,-89
1364359302,dc:7b:94:87:95:41,2462,-68

1364359362,36:a9:05:12:34:f9,2437,-64
1364359362,68:7f:74:8f:d2:7e,2437,-82
1364359362,dc:7b:94:87:70:f1,2412,-86
1364359362,dc:7b:94:87:73:bf,5805,-75
1364359362,dc:7b:94:87:86:a2,2462,-89
1364359362,dc:7b:94:87:95:41,2462,-67

1364359422,36:a9:05:12:34:f9,2437,-64
1364359422,68:7f:74:8f:d2:7e,2437,-82
1364359422,dc:7b:94:87:70:f1,2412,-86
1364359422,dc:7b:94:87:73:bf,5805,-75
1364359422,dc:7b:94:87:86:a2,2462,-89
1364359422,dc:7b:94:87:95:41,2462,-67

1364359471,36:a9:05:12:34:f9,2437,-64
1364359471,68:7f:74:8f:d2:7e,2437,-82
1364359471,dc:7b:94:87:70:f1,2412,-86
1364359471,dc:7b:94:87:73:bf,5805,-75
1364359471,dc:7b:94:87:86:a2,2462,-89
1364359471,dc:7b:94:87:95:41,2462,-67

1364359542,36:a9:05:12:34:f9,2437,-64
1364359542,68:7f:74:8f:d2:7e,2437,-82
1364359542,dc:7b:94:87:70:f1,2412,-86
1364359542,dc:7b:94:87:73:bf,5805,-75
1364359542,dc:7b:94:87:86:a2,2462,-89
1364359542,dc:7b:94:87:95:41,2462,-67

1364359602,36:a9:05:12:34:f9,2437,-64
1364359602,dc:7b:94:87:70:f1,2412,-86
1364359602,dc:7b:94:87:73:bf,5805,-75
1364359602,dc:7b:94:87:86:a2,2462,-90
1364359602,dc:7b:94:87:95:41,2462,-67

1364359663,36:a9:05:12:34:f9,2437,-64
1364359663,68:7f:74:8f:d2:7e,2437,-82
1364359663,dc:7b:94:87:70:f1,2412,-86
1364359663,dc:7b:94:87:73:bf,5805,-75
1364359663,dc:7b:94:87:86:a2,2462,-90
1364359663,dc:7b:94:87:95:41,2462,-67

1364359723,36:a9:05:12:34:f9,2437,-64
1364359723,68:7f:74:8f:d2:7e,2437,-82
1364359723,dc:7b:94:87:70:f1,2412,-82
1364359723,dc:7b:94:87:73:bf,5805,-75
1364359723,dc:7b:94:87:86:a2,2462,-89
1364359723,dc:7b:94:87:95:41,2462,-67

1364359783,36:a9:05:12:34:f9,2437,-63
1364359783,68:7f:74:8f:d2:7e,2437,-82
1364359783,dc:7b:94:87:70:f1,2412,-82
1364359783,dc:7b:94:87:73:bf,5805,-75
1364359783,dc:7b:94:87:86:a2,2462,-89
1364359783,dc:7b:94:87:95:41,2462,-67

1364359843,36:a9:05:12:34:f9,2437,-63
1364359843,68:7f:74:8f:d2:7e,2437,-82
1364359843,dc:7b:94:87:70:f1,2412,-82
1364359843,dc:7b:94:87:73:bf,5805,-75
1364359843,dc:7b:94:87:86:a2,2462,-89
1364359843,dc:7b:94:87:95:41,2462,-67

1364359903,36:a9:05:12:34:f9,2437,-63
1364359903,68:7f:74:8f:d2:7e,2437,-82
1364359903,dc:7b:94:87:70:f1,2412,-82
1364359903,dc:7b:94:87:73:bf,5805,-75
1364359903,dc:7b:94:87:86:a2,2462,-89
1364359903,dc:7b:94:87:95:41,2462,-67

1364359963,36:a9:05:12:34:f9,2437,-64
1364359963,68:7f:74:8f:d2:7e,2437,-81
1364359963,dc:7b:94:87:70:f1,2412,-86
1364359963,dc:7b:94:87:73:bf,5805,-75
1364359963,dc:7b:94:87:86:a2,2462,-89
1364359963,dc:7b:94:87:95:41,2462,-67

1364360023,36:a9:05:12:34:f9,2437,-64
1364360023,68:7f:74:8f:d2:7e,2437,-81
1364360023,dc:7b:94:87:70:f1,2412,-86
1364360023,dc:7b:94:87:73:bf,5805,-75
1364360023,dc:7b:94:87:86:a2,2462,-89
1364360023,dc:7b:94:87:95:41,2462,-67

1364360083,36:a9:05:12:34:f9,2437,-64
1364360083,68:7f:74:8f:d2:7e,2437,-83
1364360083,dc:7b:94:87:70:f1,2412,-86
1364360083,dc:7b:94:87:73:bf,5805,-75
1364360083,dc:7b:94:87:86:a2,2462,-89
1364360083,dc:7b:94:87:95:41,2462,-67

1364360143,36:a9:05:12:34:f9,2437,-64
1364360143,68:7f:74:8f:d2:7e,2437,-83
1364360143,dc:7b:94:87:70:f1,2412,-86
1364360143,dc:7b:94:87:73:bf,5805,-75
1364360143,dc:7b:94:87:86:a2,2462,-89
1364360143,dc:7b:94:87:95:41,2462,-67

1364360203,36:a9:05:12:34:f9,2437,-63
1364360203,68:7f:74:8f:d2:7e,2437,-83
1364360203,dc:7b:94:87:70:f3,2412,-86
1364360203,dc:7b:94:87:73:bf,5805,-75
1364360203,dc:7b:94:87:86:a2,2462,-89
1364360203,dc:7b:94:87:95:43,2462,-68

1364360263,36:a9:05:12:34:f9,2437,-63
1364360263,68:7f:74:8f:d2:7e,2437,-84
1364360263,dc:7b:94:87:70:f3,2412,-86
1364360263,dc:7b:94:87:73:bf,5805,-75
1364360263,dc:7b:94:87:86:a1,2462,-88
1364360263,dc:7b:94:87:95:43,2462,-68

1364360323,36:a9:05:12:34:f9,2437,-65
1364360323,68:7f:74:8f:d2:7e,2437,-84
1364360323,dc:7b:94:87:70:f0,2412,-84
1364360323,dc:7b:94:87:73:bf,5805,-75
1364360323,dc:7b:94:87:86:a1,2462,-88
1364360323,dc:7b:94:87:95:43,2462,-68

1364360383,36:a9:05:12:34:f9,2437,-64
1364360383,68:7f:74:8f:d2:7e,2437,-84
1364360383,dc:7b:94:87:70:f0,2412,-84
1364360383,dc:7b:94:87:73:bf,5805,-75
1364360383,dc:7b:94:87:86:a1,2462,-88
1364360383,dc:7b:94:87:95:43,2462,-68

1364360443,36:a9:05:12:34:f9,2437,-66
1364360443,68:7f:74:8f:d2:7e,2437,-84
1364360443,dc:7b:94:87:70:f2,2412,-85
1364360443,dc:7b:94:87:73:bf,5805,-75
1364360443,dc:7b:94:87:86:a1,2462,-89
1364360443,dc:7b:94:87:95:43,2462,-67

1364360503,36:a9:05:12:34:f9,2437,-68
1364360503,68:7f:74:8f:d2:7e,2437,-74
1364360503,dc:7b:94:87:70:f2,2412,-85
1364360503,dc:7b:94:87:73:bf,5805,-75
1364360503,dc:7b:94:87:86:a1,2462,-89
1364360503,dc:7b:94:87:95:43,2462,-67

1364360563,36:a9:05:12:34:f9,2437,-60
1364360563,68:7f:74:8f:d2:7e,2437,-74
1364360563,dc:7b:94:87:70:f2,2412,-85
1364360563,dc:7b:94:87:73:bf,5805,-75
1364360563,dc:7b:94:87:86:a1,2462,-86
1364360563,dc:7b:94:87:95:43,2462,-61

1364360623,36:a9:05:12:34:f9,2437,-59
1364360623,68:7f:74:8f:d2:7e,2437,-73
1364360623,dc:7b:94:87:70:f2,2412,-84
1364360623,dc:7b:94:87:73:bf,5805,-75
1364360623,dc:7b:94:87:86:a1,2462,-86
1364360623,dc:7b:94:87:95:43,2462,-61

1364360671,36:a9:05:12:34:f9,2437,-59
1364360671,68:7f:74:8f:d2:7e,2437,-73
1364360671,dc:7b:94:87:70:f2,2412,-84
1364360671,dc:7b:94:87:73:bf,5805,-75
1364360671,dc:7b:94:87:86:a1,2462,-86
1364360671,dc:7b:94:87:95:43,2462,-61

1364360743,36:a9:05:12:34:f9,2437,-59
1364360743,68:7f:74:8f:d2:7e,2437,-73
1364360743,dc:7b:94:87:70:f2,2412,-84
1364360743,dc:7b:94:87:73:bf,5805,-76
1364360743,dc:7b:94:87:86:a1,2462,-86
1364360743,dc:7b:94:87:95:43,2462,-61

1364360809,36:a9:05:12:34:f9,2437,-59
1364360809,dc:7b:94:87:70:f2,2412,-83
1364360809,dc:7b:94:87:73:bf,5805,-76
1364360809,dc:7b:94:87:86:a1,2462,-85
1364360809,dc:7b:94:87:95:43,2462,-61

1364360869,36:a9:05:12:34:f9,2437,-60
1364360869,dc:7b:94:87:70:f2,2412,-83
1364360869,dc:7b:94:87:73:bf,5805,-76
1364360869,dc:7b:94:87:86:a1,2462,-85
1364360869,dc:7b:94:87:95:43,2462,-61

