time,BSSID,freq,level
1364357691,00:01:36:57:be:87,2427,-69
1364357691,00:25:bc:88:5b:6d,2427,-70
1364357691,00:26:18:9f:c0:c9,2437,-38
1364357691,1c:17:d3:fc:db:2f,5200,-75
1364357691,1c:17:d3:fc:f1:1d,5785,-89
1364357691,74:44:01:96:50:68,5220,-92
1364357691,ac:a0:16:ca:5b:ee,5765,-94
1364357691,ac:a0:16:ca:c3:c3,2437,-86
1364357691,d0:57:4c:56:fd:40,2437,-68
1364357691,d0:57:4c:57:57:ff,5220,-66
1364357691,dc:7b:94:87:27:3e,5785,-87

1364358555,00:01:36:57:be:88,2427,-68
1364358555,00:25:bc:88:5b:6e,5785,-88
1364358555,00:26:18:9f:c0:c9,2437,-38
1364358555,1c:17:d3:fc:db:2f,5200,-75
1364358555,1c:17:d3:fc:f1:1f,5785,-92
1364358555,2c:b0:5d:9e:26:6b,2417,-77
1364358555,74:44:01:96:50:68,5220,-92
1364358555,ac:a0:16:ca:5b:ef,5765,-97
1364358555,d0:57:4c:56:fd:43,2437,-68
1364358555,d0:57:4c:57:57:ff,5220,-66
1364358555,dc:7b:94:87:27:3e,5785,-87

1364358891,00:01:36:57:be:88,2427,-68
1364358891,00:25:bc:88:5b:6e,5785,-88
1364358891,00:26:18:9f:c0:c9,2437,-38
1364358891,1c:17:d3:fc:db:2f,5200,-75
1364358891,1c:17:d3:fc:f1:1f,5785,-92
1364358891,2c:b0:5d:9e:26:6b,2417,-77
1364358891,74:44:01:96:50:68,5220,-92
1364358891,ac:a0:16:ca:5b:ef,5765,-97
1364358891,d0:57:4c:56:fd:43,2437,-68
1364358891,d0:57:4c:57:57:ff,5220,-66
1364358891,dc:7b:94:87:27:3e,5785,-87

1364360091,00:01:36:57:be:88,2427,-68
1364360091,00:25:bc:88:5b:6e,5785,-88
1364360091,00:26:18:9f:c0:c9,2437,-38
1364360091,1c:17:d3:fc:db:2f,5200,-74
1364360091,1c:17:d3:fc:f1:1f,5785,-92
1364360091,2c:b0:5d:9e:26:6b,2417,-77
1364360091,74:44:01:96:50:66,2457,0
1364360091,ac:a0:16:ca:5b:ef,5765,-97
1364360091,d0:57:4c:56:fd:43,2437,-68
1364360091,d0:57:4c:57:57:ff,5220,-70
1364360091,dc:7b:94:87:27:3e,5785,-90
1364360091,dc:7b:94:87:53:d3,2412,-82

1364360406,00:01:36:57:be:88,2427,-68
1364360406,00:1c:10:af:35:b5,2462,-80
1364360406,00:25:bc:88:5b:6d,2427,-70
1364360406,00:26:18:9f:c0:c9,2437,-38
1364360406,1c:17:d3:fc:db:2f,5200,-78
1364360406,1c:17:d3:fc:f1:13,2412,-82
1364360406,2c:b0:5d:9e:26:6b,2417,-61
1364360406,74:44:01:96:50:66,2457,-48
1364360406,ac:a0:16:ca:5b:e1,2462,-88
1364360406,ac:a0:16:ca:c3:c0,2437,-83
1364360406,d0:57:4c:57:57:ff,5220,-66
1364360406,dc:7b:94:87:27:3e,5785,-90
1364360406,dc:7b:94:87:53:d3,2412,-82

1364361291,00:01:36:57:be:88,2427,-68
1364361291,00:1c:10:af:35:b5,2462,-80
1364361291,00:25:bc:88:5b:6d,2427,-69
1364361291,00:26:18:9f:c0:c9,2437,-38
1364361291,1c:17:d3:fc:db:2f,5200,-74
1364361291,1c:17:d3:fc:f1:12,2412,-82
1364361291,2c:b0:5d:9e:26:6b,2417,-71
1364361291,74:44:01:96:50:66,2457,-9
1364361291,ac:a0:16:ca:5b:e1,2462,-88
1364361291,ac:a0:16:ca:c3:c0,2437,-83
1364361291,d0:57:4c:57:57:ff,5220,-66
1364361291,dc:7b:94:87:27:3d,5785,-85
1364361291,dc:7b:94:87:53:d1,2412,-86

1364362243,00:01:36:57:be:87,2427,-68
1364362243,00:25:bc:88:5b:6d,2427,-71
1364362243,00:26:18:9f:c0:c9,2437,-38
1364362243,1c:17:d3:fc:db:2f,5200,-77
