time,BSSID,freq,level
1364357312,00:15:6d:9e:64:b6,5745,-99
1364357312,00:17:f2:e3:29:83,2417,0
1364357312,5c:50:15:1c:67:81,2412,-78
1364357312,d0:57:4c:08:1d:3c,5745,-99
1364357312,d0:57:4c:08:50:63,2462,-87
1364357312,dc:7b:94:87:21:03,2437,-85
1364357312,dc:7b:94:87:6b:a3,2412,-77
1364357312,dc:7b:94:87:9e:f0,2462,-69
1364357312,f8:1e:df:ff:15:fb,2437,-85

1364358366,00:17:f2:e3:29:83,2417,-50
1364358366,18:ef:63:59:ec:c3,2437,-88
1364358366,5c:50:15:1c:67:81,2412,-78
1364358366,d0:57:4c:08:50:63,2462,-87
1364358366,dc:7b:94:87:21:03,2437,-85
1364358366,dc:7b:94:87:6b:a3,2412,-77
1364358366,dc:7b:94:87:9e:f3,2462,-71
1364358366,f8:1e:df:ff:15:fb,2437,-81

1364358512,00:17:f2:e3:29:83,2417,-50
1364358512,18:ef:63:59:ec:c3,2437,-88
1364358512,5c:50:15:1c:67:81,2412,-78
1364358512,d0:57:4c:08:50:63,2462,-87
1364358512,dc:7b:94:87:21:03,2437,-85
1364358512,dc:7b:94:87:6b:a3,2412,-77
1364358512,dc:7b:94:87:9e:f3,2462,-71
1364358512,f8:1e:df:ff:15:fb,2437,-81

1364359712,00:15:6d:9e:64:b6,5745,-98
1364359712,00:17:f2:e3:29:83,2417,-50
1364359712,18:ef:63:59:ec:c3,2437,-88
1364359712,5c:50:15:1c:67:83,2412,-84
1364359712,d0:57:4c:08:1d:33,2412,-89
1364359712,d0:57:4c:08:50:61,2462,-87
1364359712,dc:7b:94:87:21:0c,5200,-91
1364359712,dc:7b:94:87:6b:a3,2412,-77
1364359712,dc:7b:94:87:9e:f3,2462,-71
1364359712,f8:1e:df:ff:15:fb,2437,-81

1364360226,00:15:6d:9e:64:b6,5745,-98
1364360226,00:17:f2:e3:29:83,2417,-67
1364360226,18:ef:63:59:ec:c2,2437,-89
1364360226,5c:50:15:1c:67:83,2412,-84
1364360226,d0:57:4c:08:1d:33,2412,-89
1364360226,d0:57:4c:08:50:60,2462,-87
1364360226,d0:57:4c:57:59:90,2412,-89
1364360226,dc:7b:94:87:21:0f,5200,-86
1364360226,dc:7b:94:87:6b:a3,2412,-77
1364360226,f8:1e:df:ff:15:fb,2437,-82

1364360912,00:15:6d:9e:64:b6,5745,-98
1364360912,00:17:f2:e3:29:83,2417,-67
1364360912,18:ef:63:59:ec:c2,2437,-89
1364360912,5c:50:15:1c:67:82,2412,-78
1364360912,d0:57:4c:08:1d:33,2412,-89
1364360912,d0:57:4c:08:50:60,2462,-87
