time,BSSID,freq,level
1364356809,08:86:3b:d1:b5:a7,2412,-85
1364356809,36:a9:05:12:34:f9,2437,-56
1364356809,ac:a0:16:ca:5e:c2,2462,-90
1364356809,dc:7b:94:87:70:f1,2412,-79
1364356809,dc:7b:94:87:73:b0,2437,-49
1364356809,dc:7b:94:87:95:41,2462,-69

1364356945,08:86:3b:d1:b5:a7,2412,-85
1364356945,36:a9:05:12:34:f9,2437,-58
1364356945,68:7f:74:8f:d2:7e,2437,-89
1364356945,ac:a0:16:ca:5e:c2,2462,-90
1364356945,ac:a0:16:cb:51:a2,2412,-85
1364356945,dc:7b:94:87:70:f1,2412,-79
1364356945,dc:7b:94:87:70:fe,5745,-91
1364356945,dc:7b:94:87:73:b0,2437,-49
1364356945,dc:7b:94:87:95:41,2462,-69

1364357094,08:86:3b:d1:b5:a7,2412,-85
1364357094,36:a9:05:12:34:f9,2437,-56
1364357094,68:7f:74:8f:d2:7e,2437,-89
1364357094,ac:a0:16:ca:5e:c3,2462,-88
1364357094,ac:a0:16:cb:51:a2,2412,-85
1364357094,dc:7b:94:87:70:fe,5745,-91
1364357094,dc:7b:94:87:73:b0,2437,-49
1364357094,dc:7b:94:87:86:a0,2462,-88
1364357094,dc:7b:94:87:95:4e,5180,-85

1364357206,08:86:3b:d1:b5:a7,2412,-85
1364357206,36:a9:05:12:34:f9,2437,-47
1364357206,68:7f:74:8f:d2:7e,2437,-89
1364357206,ac:a0:16:ca:5e:c3,2462,-88
1364357206,ac:a0:16:cb:51:a2,2412,-85
1364357206,dc:7b:94:87:70:fe,5745,-91
1364357206,dc:7b:94:87:73:b0,2437,-49
1364357206,dc:7b:94:87:86:a0,2462,-88
1364357206,dc:7b:94:87:95:4e,5180,-85

1364357996,08:86:3b:d1:b5:a7,2412,-85
1364357996,36:a9:05:12:34:f9,2437,-51
1364357996,68:7f:74:8f:d2:7e,2437,-86
1364357996,ac:a0:16:ca:5e:c2,2462,-89
1364357996,dc:7b:94:87:70:fe,5745,-91
1364357996,dc:7b:94:87:73:b0,2437,-49
1364357996,dc:7b:94:87:86:a1,2462,-87
1364357996,dc:7b:94:87:95:41,2462,-64

1364358145,08:86:3b:d1:b5:a7,2412,-85
1364358145,36:a9:05:12:34:f9,2437,-51
1364358145,68:7f:74:8f:d2:7e,2437,-86
1364358145,ac:a0:16:ca:5e:c2,2462,-89
1364358145,dc:7b:94:87:70:fe,5745,-91
1364358145,dc:7b:94:87:73:b0,2437,-49
1364358145,dc:7b:94:87:86:a1,2462,-87
1364358145,dc:7b:94:87:95:41,2462,-64

1364358281,08:86:3b:d1:b5:a7,2412,-85
1364358281,36:a9:05:12:34:f9,2437,-54
1364358281,68:7f:74:8f:d2:7e,2437,-86
1364358281,ac:a0:16:ca:5e:c2,2462,-89
1364358281,dc:7b:94:87:70:fe,5745,-91
1364358281,dc:7b:94:87:73:b0,2437,-49
1364358281,dc:7b:94:87:86:a1,2462,-87
1364358281,dc:7b:94:87:95:41,2462,-64

1364358566,08:86:3b:d1:b5:a7,2412,-86
1364358566,36:a9:05:12:34:f9,2437,-54
1364358566,68:7f:74:8f:d2:7e,2437,-88
1364358566,98:fc:11:95:0e:e5,2462,-89
1364358566,dc:7b:94:87:70:f1,2412,-78
1364358566,dc:7b:94:87:73:b0,2437,-49
1364358566,dc:7b:94:87:95:40,2462,-61

1364358851,08:86:3b:d1:b5:a7,2412,-84
1364358851,36:a9:05:12:34:f9,2437,-54
1364358851,68:7f:74:8f:d2:7e,2437,-88
1364358851,98:fc:11:95:0e:e5,2462,-89
1364358851,dc:7b:94:87:70:f1,2412,-78
1364358851,dc:7b:94:87:73:b0,2437,-49
1364358851,dc:7b:94:87:95:40,2462,-61

1364359136,08:86:3b:d1:b5:a7,2412,-84
1364359136,36:a9:05:12:34:f9,2437,-54
1364359136,68:7f:74:8f:d2:7e,2437,-88
1364359136,98:fc:11:95:0e:e5,2462,-89
1364359136,dc:7b:94:87:27:51,2462,-85
1364359136,dc:7b:94:87:70:f1,2412,-78
1364359136,dc:7b:94:87:73:b0,2437,-49
1364359136,dc:7b:94:87:86:a1,2462,-89
1364359136,dc:7b:94:87:93:62,2437,-90
1364359136,dc:7b:94:87:95:4e,5180,-79

1364359262,00:40:96:57:eb:59,2412,-92
1364359262,08:86:3b:d1:b5:a7,2412,-84
1364359262,1c:17:d3:fc:e5:92,2412,-85
1364359262,28:37:37:48:f4:10,2462,-84
1364359262,36:a9:05:12:34:f9,2437,-54
1364359262,68:7f:74:8f:d2:7e,2437,-88
1364359262,98:fc:11:95:0e:e5,2462,-89
1364359262,d0:57:4c:08:7a:91,2437,-77
1364359262,dc:7b:94:87:1b:40,2412,-55
1364359262,dc:7b:94:87:27:51,2462,-85
1364359262,dc:7b:94:87:70:f1,2412,-78
1364359262,dc:7b:94:87:73:b0,2437,-49
1364359262,dc:7b:94:87:86:a1,2462,-89
1364359262,dc:7b:94:87:93:62,2437,-90
1364359262,dc:7b:94:87:95:4e,5180,-79

1364359275,00:40:96:57:eb:59,2412,-92
1364359275,1c:17:d3:fc:e5:92,2412,-85
1364359275,1c:17:d3:fd:66:12,2462,-84
1364359275,28:37:37:48:f4:10,2462,-84
1364359275,b8:c7:5d:04:76:17,2437,-80

1364359309,1c:17:d3:fc:de:02,2462,-88
