time,BSSID,freq,level
1364357162,dc:7b:94:87:00:6d,5745,-93
1364357162,dc:7b:94:87:12:12,2412,-66
1364357162,dc:7b:94:87:14:1d,5805,-85

1364357564,dc:7b:94:87:00:6d,5745,-93
1364357564,dc:7b:94:87:12:12,2412,-66
1364357564,dc:7b:94:87:14:1c,5805,-85

1364358362,dc:7b:94:87:00:60,2462,-87
1364358362,dc:7b:94:87:12:12,2412,-66
1364358362,dc:7b:94:87:14:1c,5805,-85

1364359386,dc:7b:94:87:00:63,2462,-88
1364359386,dc:7b:94:87:12:12,2412,-66
1364359386,dc:7b:94:87:14:1d,5805,-86

1364359562,dc:7b:94:87:00:63,2462,-88
1364359562,dc:7b:94:87:12:12,2412,-66
1364359562,dc:7b:94:87:14:1d,5805,-86

1364360762,dc:7b:94:87:12:12,2412,-66
1364360762,dc:7b:94:87:14:1c,5805,-85

1364361240,dc:7b:94:87:12:12,2412,-66
1364361240,dc:7b:94:87:14:12,2462,-83

1364361962,dc:7b:94:87:12:12,2412,-66
1364361962,dc:7b:94:87:14:12,2462,-83

1364363040,dc:7b:94:87:00:6f,5745,-90
1364363040,dc:7b:94:87:12:12,2412,-66
1364363040,dc:7b:94:87:14:1d,5805,-86

1364363162,dc:7b:94:87:00:6f,5745,-90
1364363162,dc:7b:94:87:12:12,2412,-66
1364363162,dc:7b:94:87:14:1d,5805,-86

1364364362,dc:7b:94:87:00:6f,5745,-90
1364364362,dc:7b:94:87:12:12,2412,-66
1364364362,dc:7b:94:87:14:1f,5805,-81

1364364846,dc:7b:94:87:00:6f,5745,-90
1364364846,dc:7b:94:87:12:12,2412,-66
1364364846,dc:7b:94:87:14:1c,5805,-82

1364365562,dc:7b:94:87:00:6d,5745,-93
1364365562,dc:7b:94:87:12:12,2412,-66
1364365562,dc:7b:94:87:14:1c,5805,-82

1364366706,dc:7b:94:87:00:6d,5745,-93
1364366706,dc:7b:94:87:12:12,2412,-66
