time,BSSID,freq,level
1364357163,00:01:36:57:be:88,2427,-69
1364357163,00:1c:10:af:35:b5,2462,-83
1364357163,00:25:bc:88:5b:6d,2427,-74
1364357163,00:26:18:9f:c0:c9,2437,-31
1364357163,1c:17:d3:fc:db:2f,5200,-76
1364357163,1c:17:d3:fc:f1:1f,5785,-87
1364357163,2c:b0:5d:9e:26:6b,2417,-76
1364357163,74:44:01:96:50:66,2457,-67
1364357163,ac:a0:16:ca:5b:e2,2462,-81
1364357163,ac:a0:16:ca:c3:c0,2437,-85
1364357163,d0:57:4c:56:fd:42,2437,-75
1364357163,d0:57:4c:57:57:ff,5220,-70
1364357163,dc:7b:94:87:27:3e,5785,-88
1364357163,dc:7b:94:87:53:d3,2412,-86

1364357646,00:01:36:57:be:88,2427,-69
1364357646,00:25:bc:88:5b:6d,2427,-72
1364357646,00:26:18:9f:c0:c9,2437,-31
1364357646,1c:17:d3:fc:db:2f,5200,-75
1364357646,1c:17:d3:fc:f1:1f,5785,-87
1364357646,2c:b0:5d:9e:26:6b,2417,-74
1364357646,74:44:01:96:50:66,2457,-69
1364357646,ac:a0:16:ca:c3:c2,2437,-84
1364357646,d0:57:4c:56:fd:40,2437,-80
1364357646,d0:57:4c:57:57:ff,5220,-71
1364357646,dc:7b:94:87:27:3e,5785,-88

1364358363,00:01:36:57:be:88,2427,-69
1364358363,00:25:bc:88:5b:6d,2427,-72
1364358363,00:26:18:9f:c0:c9,2437,-31
1364358363,1c:17:d3:fc:db:2f,5200,-76
1364358363,1c:17:d3:fc:f1:1f,5785,-89
1364358363,2c:b0:5d:9e:26:6b,2417,-74
1364358363,74:44:01:96:50:66,2457,-66
1364358363,ac:a0:16:ca:c3:c2,2437,-84
1364358363,d0:57:4c:56:fd:40,2437,-80
1364358363,d0:57:4c:57:57:ff,5220,-70
1364358363,dc:7b:94:87:27:3e,5785,-88
1364358363,dc:7b:94:87:53:d2,2412,-87

1364359484,00:01:36:57:be:88,2427,-69
1364359484,00:25:bc:88:5b:6d,2427,-73
1364359484,00:26:18:9f:c0:c9,2437,-31
1364359484,1c:17:d3:fc:db:2f,5200,-76
1364359484,1c:17:d3:fc:f1:1f,5785,-89
1364359484,2c:b0:5d:9e:26:6b,2417,-76
1364359484,74:44:01:96:50:66,2457,-68
1364359484,ac:a0:16:ca:c3:c0,2437,-86
1364359484,d0:57:4c:56:fd:42,2437,-77
1364359484,d0:57:4c:57:57:ff,5220,-70
1364359484,dc:7b:94:87:27:3c,5785,-87
1364359484,dc:7b:94:87:53:d1,2412,-87

1364359563,00:01:36:57:be:88,2427,-69
1364359563,00:25:bc:88:5b:6d,2427,-73
1364359563,00:26:18:9f:c0:c9,2437,-31
1364359563,1c:17:d3:fc:db:2f,5200,-76
1364359563,1c:17:d3:fc:f1:1f,5785,-89
1364359563,2c:b0:5d:9e:26:6b,2417,-76
1364359563,74:44:01:96:50:66,2457,-68
1364359563,ac:a0:16:ca:c3:c0,2437,-86
1364359563,d0:57:4c:56:fd:42,2437,-77
1364359563,d0:57:4c:57:57:ff,5220,-70
1364359563,dc:7b:94:87:27:3c,5785,-87
1364359563,dc:7b:94:87:53:d1,2412,-87

1364360763,00:01:36:57:be:88,2427,-69
1364360763,00:25:bc:88:5b:6d,2427,-73
1364360763,00:26:18:9f:c0:c9,2437,-31
1364360763,1c:17:d3:fc:db:2f,5200,-78
1364360763,1c:17:d3:fc:f1:10,2412,-83
1364360763,2c:b0:5d:9e:26:6b,2417,-76
1364360763,74:44:01:96:50:66,2457,-68
1364360763,ac:a0:16:ca:5b:ef,5765,-96
1364360763,ac:a0:16:ca:c3:c0,2437,-86
1364360763,d0:57:4c:56:fd:42,2437,-77
1364360763,d0:57:4c:57:57:ff,5220,-70
1364360763,dc:7b:94:87:27:3e,5785,-89
1364360763,dc:7b:94:87:53:d1,2412,-87

1364361963,00:01:36:57:be:88,2427,0
1364361963,00:25:bc:88:5b:6e,5785,-83
1364361963,00:26:18:9f:c0:c9,2437,-31
1364361963,1c:17:d3:fc:db:2f,5200,-75
1364361963,1c:17:d3:fc:f1:1f,5785,-87
1364361963,2c:b0:5d:9e:26:6b,2417,-3
1364361963,ac:a0:16:ca:5b:ef,5765,-96
1364361963,d0:57:4c:57:57:ff,5220,-70
1364361963,dc:7b:94:87:27:3e,5785,-89
1364361963,dc:7b:94:87:53:d1,2412,-87

1364362326,00:01:36:57:be:88,2427,-56
1364362326,00:25:bc:88:5b:6d,2427,-58
1364362326,00:26:18:9f:c0:c9,2437,-31
1364362326,1c:17:d3:fc:db:2f,5200,-75
1364362326,1c:17:d3:fc:f1:1f,5785,-89
1364362326,1c:17:d3:fd:8d:f2,2437,-88
1364362326,2c:b0:5d:9e:26:6b,2417,-58
1364362326,74:44:01:96:50:66,2457,-67
1364362326,ac:a0:16:ca:5b:e1,2462,-80
1364362326,ac:a0:16:ca:c3:c3,2437,-85
1364362326,d0:57:4c:57:57:ff,5220,-70
1364362326,dc:7b:94:87:27:3e,5785,-89
1364362326,dc:7b:94:87:53:d3,2412,-87

1364363163,00:01:36:57:be:88,2427,-56
1364363163,00:25:bc:88:5b:6d,2427,-58
1364363163,00:26:18:9f:c0:c9,2437,-31
1364363163,1c:17:d3:fc:db:2f,5200,-75
1364363163,1c:17:d3:fc:f1:1f,5785,-89
1364363163,1c:17:d3:fd:8d:f2,2437,-88
1364363163,2c:b0:5d:9e:26:6b,2417,-58
1364363163,74:44:01:96:50:66,2457,-67
1364363163,ac:a0:16:ca:5b:e1,2462,-80
1364363163,ac:a0:16:ca:c3:c3,2437,-85
1364363163,d0:57:4c:57:57:ff,5220,-70
1364363163,dc:7b:94:87:27:3e,5785,-89
1364363163,dc:7b:94:87:53:d3,2412,-87

1364364186,00:01:36:57:be:87,2427,-71
1364364186,00:1c:10:af:35:b5,2462,-78
1364364186,00:25:bc:88:5b:6d,2427,-66
1364364186,00:26:18:9f:c0:c9,2437,-31
1364364186,1c:17:d3:fc:db:20,2462,-70
1364364186,1c:17:d3:fc:f1:1f,5785,-87
1364364186,1c:17:d3:fd:8d:f2,2437,-88
1364364186,2c:b0:5d:9e:26:6b,2417,-70
1364364186,74:44:01:96:50:66,2457,-66
1364364186,ac:a0:16:ca:5b:e1,2462,-80
1364364186,ac:a0:16:ca:c3:c3,2437,-85
1364364186,d0:57:4c:56:fd:43,2437,-79
1364364186,d0:57:4c:57:57:ff,5220,-70
1364364186,dc:7b:94:87:27:3e,5785,-88
1364364186,dc:7b:94:87:53:d0,2412,-86

1364364363,00:01:36:57:be:87,2427,-71
1364364363,00:1c:10:af:35:b5,2462,-78
1364364363,00:25:bc:88:5b:6d,2427,-66
1364364363,00:26:18:9f:c0:c9,2437,-31
1364364363,1c:17:d3:fc:db:20,2462,-70
1364364363,1c:17:d3:fc:f1:1f,5785,-87
1364364363,1c:17:d3:fd:8d:f2,2437,-88
1364364363,2c:b0:5d:9e:26:6b,2417,-70
1364364363,74:44:01:96:50:66,2457,-66
1364364363,ac:a0:16:ca:5b:e1,2462,-80
1364364363,ac:a0:16:ca:c3:c3,2437,-85
1364364363,d0:57:4c:56:fd:43,2437,-79
1364364363,d0:57:4c:57:57:ff,5220,-70
1364364363,dc:7b:94:87:27:3e,5785,-88
1364364363,dc:7b:94:87:53:d0,2412,-86

1364365563,00:01:36:57:be:87,2427,-71
1364365563,00:1c:10:af:35:b5,2462,-78
1364365563,00:25:bc:88:5b:6d,2427,-66
1364365563,00:26:18:9f:c0:c9,2437,-31
1364365563,1c:17:d3:fc:db:2f,5200,-74
1364365563,1c:17:d3:fc:f1:1f,5785,-89
1364365563,2c:b0:5d:9e:26:6b,2417,-70
1364365563,74:44:01:96:50:66,2457,-66
1364365563,ac:a0:16:ca:c3:c3,2437,-85
1364365563,d0:57:4c:56:fd:43,2437,-79
1364365563,d0:57:4c:57:57:ff,5220,-70
1364365563,dc:7b:94:87:27:3e,5785,-88
1364365563,dc:7b:94:87:53:d0,2412,-86

1364366046,00:01:36:57:be:88,2427,-70
1364366046,00:25:bc:88:5b:6d,2427,-71
1364366046,00:26:18:9f:c0:c9,2437,-31
1364366046,1c:17:d3:fc:db:2f,5200,-74
1364366046,1c:17:d3:fc:f1:1f,5785,-87
1364366046,1c:17:d3:fd:8d:f1,2437,-90
1364366046,2c:b0:5d:9e:26:6b,2417,-73
1364366046,74:44:01:96:50:66,2457,-65
1364366046,ac:a0:16:ca:5b:ef,5765,-95
1364366046,ac:a0:16:ca:c3:c1,2437,-85
1364366046,d0:57:4c:57:57:ff,5220,-70
