time,BSSID,freq,level
1364356963,00:60:b3:07:1d:27,2427,-90
1364356963,f8:1e:df:fd:4a:4b,2417,-64

1364358163,f8:1e:df:fd:4a:4b,2417,-69

1364358320,f8:1e:df:fd:4a:4b,2417,-74

1364359364,f8:1e:df:fd:4a:4b,2417,-62

1364360127,f8:1e:df:fd:4a:4b,2417,-62

1364360563,f8:1e:df:fd:4a:4b,2417,-62

1364361763,f8:1e:df:fd:4a:4b,2417,-62

1364361966,f8:1e:df:fd:4a:4b,2417,-62

1364362963,f8:1e:df:fd:4a:4b,2417,-62

1364363772,f8:1e:df:fd:4a:4b,2417,-62

1364364163,f8:1e:df:fd:4a:4b,2417,-62

1364364769,00:60:b3:07:1d:27,2427,-93
1364364769,f8:1e:df:fd:4a:4b,2417,-62

1364365363,00:60:b3:07:1d:27,2427,-92
1364365363,f8:1e:df:fd:4a:4b,2417,-64

1364365601,f8:1e:df:fd:4a:4b,2417,-29

1364366563,f8:1e:df:fd:4a:4b,2417,-29

1364367426,f8:1e:df:fd:4a:4b,2417,-29

1364367763,f8:1e:df:fd:4a:4b,2417,-29

1364368963,f8:1e:df:fd:4a:4b,2417,-29

1364369634,f8:1e:df:fd:4a:4b,2417,-29

1364370163,f8:1e:df:fd:4a:4b,2417,-29

1364371363,f8:1e:df:fd:4a:4b,2417,-29

1364371446,f8:1e:df:fd:4a:4b,2417,-29

1364372563,f8:1e:df:fd:4a:4b,2417,-29

1364373252,f8:1e:df:fd:4a:4b,2417,-29

1364373763,f8:1e:df:fd:4a:4b,2417,-29

1364374963,f8:1e:df:fd:4a:4b,2417,-29

1364375106,f8:1e:df:fd:4a:4b,2417,-29

1364375568,f8:1e:df:fd:4a:4b,2417,-29

1364376163,f8:1e:df:fd:4a:4b,2417,-29

1364376966,f8:1e:df:fd:4a:4b,2417,-29

1364377363,f8:1e:df:fd:4a:4b,2417,-29

1364378563,f8:1e:df:fd:4a:4b,2417,-29

1364378826,f8:1e:df:fd:4a:4b,2417,-29

1364379763,f8:1e:df:fd:4a:4b,2417,-29

1364380632,f8:1e:df:fd:4a:4b,2417,-29

1364380963,f8:1e:df:fd:4a:4b,2417,-29

1364382163,f8:1e:df:fd:4a:4b,2417,-31

1364382441,f8:1e:df:fd:4a:4b,2417,-31

1364383363,f8:1e:df:fd:4a:4b,2417,-31

1364383798,f8:1e:df:fd:4a:4b,2417,-31

1364383813,00:1f:33:3a:50:90,2437,-93

1364383832,00:1f:33:3a:50:90,2437,-93
1364383832,00:24:36:ad:bf:f1,2462,-94

1364383847,00:24:36:ad:bf:f1,2462,-94

1364383862,00:24:36:ad:bf:f1,2462,-94

1364383878,00:24:36:ad:bf:f1,2462,-94
