time,BSSID,freq,level
1364404104,00:01:36:57:be:88,2427,-16
1364404104,00:1c:10:af:35:b5,2462,-78
1364404104,00:25:bc:88:5b:6d,2427,-71
1364404104,00:26:18:9f:c0:c9,2437,-40
1364404104,1c:17:d3:fc:db:2f,5200,-69
1364404104,1c:17:d3:fc:f1:1f,5785,-92
1364404104,2c:b0:5d:9e:26:6b,2417,-15
1364404104,74:44:01:96:50:66,2422,-75
1364404104,ac:a0:16:ca:5b:e3,2462,-86
1364404104,ac:a0:16:ca:c3:c0,2437,-83
1364404104,d0:57:4c:56:fd:43,2462,-68
1364404104,d0:57:4c:57:57:ff,5220,-70
1364404104,dc:7b:94:87:27:31,2462,-69
1364404104,dc:7b:94:87:53:d0,2412,-86

1364405304,00:01:36:57:be:88,2427,-16
1364405304,00:1c:10:af:35:b5,2462,-78
1364405304,00:25:bc:88:5b:6d,2427,-71
1364405304,00:26:18:9f:c0:c9,2437,-34
1364405304,1c:17:d3:fc:db:2f,5200,-69
1364405304,1c:17:d3:fc:f1:1f,5785,-92
1364405304,2c:b0:5d:9e:26:6b,2417,-15
1364405304,74:44:01:96:50:66,2422,-75
1364405304,ac:a0:16:ca:5b:e0,2462,-89
1364405304,ac:a0:16:ca:c3:c0,2437,-83
1364405304,d0:57:4c:56:fd:40,2462,-68
1364405304,d0:57:4c:57:57:ff,5220,-70
1364405304,dc:7b:94:87:27:31,2462,-69
1364405304,dc:7b:94:87:53:d0,2412,-86

1364406006,00:01:36:57:be:87,2427,-76
1364406006,00:1c:10:af:35:b5,2462,-79
1364406006,00:25:bc:88:5b:6d,2427,-77
1364406006,00:26:18:9f:c0:c9,2437,-34
1364406006,1c:17:d3:fc:db:2f,5200,-74
1364406006,1c:17:d3:fc:f1:1f,5785,-93
1364406006,2c:b0:5d:9e:26:6b,2417,-65
1364406006,74:44:01:96:50:66,2422,-76
1364406006,ac:a0:16:ca:c3:c1,2437,-82
1364406006,d0:57:4c:56:fd:40,2437,-71
1364406006,d0:57:4c:57:57:f0,2412,-67
1364406006,dc:7b:94:87:27:3e,5785,-91
1364406006,dc:7b:94:87:53:d3,2412,-86

1364406504,00:01:36:57:be:87,2427,-76
1364406504,00:1c:10:af:35:b5,2462,-79
1364406504,00:25:bc:88:5b:6d,2427,-77
1364406504,00:26:18:9f:c0:c9,2437,-27
1364406504,1c:17:d3:fc:db:2f,5200,-74
1364406504,1c:17:d3:fc:f1:1f,5785,-93
