time,BSSID,freq,level
1364357351,00:01:36:57:be:88,2427,-79
1364357351,00:25:bc:88:5b:6d,2427,-75
1364357351,00:26:18:9f:c0:c9,2437,-34
1364357351,1c:17:d3:fc:db:2f,5200,-80
1364357351,1c:17:d3:fc:f1:1c,5785,-77
1364357351,2c:b0:5d:9e:26:6b,2417,-71
1364357351,74:44:01:96:50:66,2457,-59
1364357351,ac:a0:16:ca:c3:c0,2437,-89
1364357351,d0:57:4c:56:fd:43,2437,-73
1364357351,d0:57:4c:57:57:ff,5220,-72
1364357351,dc:7b:94:87:27:3e,5785,-84

1364357946,00:01:36:57:be:88,2427,-80
1364357946,00:25:bc:88:5b:6d,2427,-74
1364357946,00:26:18:9f:c0:c9,2437,-34
1364357946,1c:17:d3:fc:db:2f,5200,-79
1364357946,1c:17:d3:fc:f1:1f,5785,-82
1364357946,2c:b0:5d:9e:26:6b,2417,-77
1364357946,74:44:01:96:50:66,2457,-61
1364357946,d0:57:4c:56:fd:43,2437,-72
1364357946,d0:57:4c:57:57:ff,5220,-72
1364357946,dc:7b:94:87:27:3e,5785,-85

1364358551,00:01:36:57:be:88,2427,-80
1364358551,00:25:bc:88:5b:6d,2427,-74
1364358551,00:26:18:9f:c0:c9,2437,-34
1364358551,1c:17:d3:fc:db:2f,5200,-79
1364358551,1c:17:d3:fc:f1:1f,5785,-82
1364358551,2c:b0:5d:9e:26:6b,2417,-77
1364358551,74:44:01:96:50:66,2457,-61
1364358551,d0:57:4c:56:fd:43,2437,-72
1364358551,d0:57:4c:57:57:ff,5220,-71
1364358551,dc:7b:94:87:27:3e,5785,-83

1364359751,00:01:36:57:be:88,2427,-80
1364359751,00:25:bc:88:5b:6e,5785,-82
1364359751,00:26:18:9f:c0:c9,2437,-34
1364359751,1c:17:d3:fc:db:2f,5200,-79
1364359751,1c:17:d3:fc:f1:1d,5785,-77
1364359751,2c:b0:5d:9e:26:6b,2417,0
1364359751,74:44:01:96:50:66,2457,-12
1364359751,d0:57:4c:56:58:60,2412,-88
1364359751,d0:57:4c:56:fd:40,2437,-72
1364359751,d0:57:4c:57:57:ff,5220,-71
1364359751,dc:7b:94:87:27:3e,5785,-83

1364360951,00:01:36:57:be:88,2427,-80
1364360951,00:25:bc:88:5b:6d,2427,-75
1364360951,00:26:18:9f:c0:c9,2437,-34
1364360951,1c:17:d3:fc:db:2f,5200,-79
1364360951,1c:17:d3:fc:f1:1c,5785,-79
