time,BSSID,freq,level
1364404128,00:01:36:57:be:88,2427,-15
1364404128,00:1c:10:af:35:b5,2462,-77
1364404128,00:25:bc:88:5b:6d,2427,-67
1364404128,00:26:18:9f:c0:c9,2437,-38
1364404128,1c:17:d3:fc:db:2f,5200,-75
1364404128,1c:17:d3:fc:f1:1c,5785,-92
1364404128,2c:b0:5d:9e:26:6b,2417,-14
1364404128,74:44:01:96:50:66,2422,-14
1364404128,ac:a0:16:ca:5b:e0,2462,-83
1364404128,ac:a0:16:ca:c3:c2,2437,-81
1364404128,d0:57:4c:56:fd:43,2462,-69
1364404128,d0:57:4c:57:57:ff,5220,-71
1364404128,dc:7b:94:87:27:3e,5785,-94
1364404128,dc:7b:94:87:53:d3,2412,-86

1364404644,00:01:36:57:be:88,2427,-63
1364404644,00:25:bc:88:5b:6d,2427,-72
1364404644,00:26:18:9f:c0:c9,2437,-45
1364404644,1c:17:d3:fc:db:2f,5200,-67
1364404644,1c:17:d3:fc:f1:1f,5785,-80
1364404644,2c:b0:5d:9e:26:6b,2417,-62
1364404644,74:44:01:96:50:66,2422,-14
1364404644,ac:a0:16:ca:5b:e2,2462,-85
1364404644,ac:a0:16:ca:c3:c0,2437,-83
1364404644,d0:57:4c:56:fd:43,2462,-68
1364404644,d0:57:4c:57:57:f0,2412,-66
1364404644,dc:7b:94:87:27:3e,5785,-93
1364404644,dc:7b:94:87:53:d3,2412,-86

1364404705,00:01:36:57:be:88,2427,-76
1364404705,00:1c:10:af:35:b5,2462,-78
1364404705,00:25:bc:88:5b:6d,2427,-75
1364404705,00:26:18:9f:c0:c9,2437,-43
1364404705,1c:17:d3:fc:db:2f,5200,-63
1364404705,1c:17:d3:fc:f1:1f,5785,-88
1364404705,2c:b0:5d:9e:26:6b,2417,-73
1364404705,74:44:01:96:50:66,2422,-72
1364404705,ac:a0:16:ca:5b:e2,2462,-86
1364404705,ac:a0:16:ca:c3:c0,2437,-85
1364404705,d0:57:4c:56:fd:43,2462,-71
1364404705,d0:57:4c:57:57:f0,2412,-66
1364404705,d0:57:4c:57:57:ff,5220,-69
1364404705,dc:7b:94:87:27:3e,5785,-90
1364404705,dc:7b:94:87:53:d3,2412,-86

1364404990,00:01:36:57:be:88,2427,-70
1364404990,00:1c:10:af:35:b5,2462,-74
1364404990,00:25:bc:88:5b:6d,2427,-74
1364404990,00:26:18:9f:c0:c9,2437,-42
1364404990,1c:17:d3:fc:db:2f,5200,-66
1364404990,1c:17:d3:fc:f1:10,2412,-73
1364404990,2c:b0:5d:9e:26:6b,2417,-75
1364404990,74:44:01:96:50:66,2422,-14
1364404990,ac:a0:16:ca:5b:e0,2462,-86
1364404990,ac:a0:16:ca:c3:c0,2437,-85
1364404990,d0:57:4c:56:fd:40,2462,-67
1364404990,d0:57:4c:57:57:ff,5220,-69
1364404990,dc:7b:94:87:27:31,2462,-78

1364405275,00:01:36:57:be:88,2427,-71
1364405275,00:1c:10:af:35:b5,2462,-14
1364405275,00:25:bc:88:5b:6d,2427,-72
1364405275,00:26:18:9f:c0:c9,2437,-37
1364405275,1c:17:d3:fc:db:20,2462,-69
1364405275,1c:17:d3:fc:f1:10,2412,-73
1364405275,2c:b0:5d:9e:26:6b,2417,-75
1364405275,74:44:01:96:50:66,2422,-2
1364405275,ac:a0:16:ca:5b:e0,2462,-86
1364405275,ac:a0:16:ca:c3:c0,2437,-85
1364405275,d0:57:4c:56:fd:40,2462,-67
1364405275,d0:57:4c:57:57:ff,5220,-67
1364405275,dc:7b:94:87:27:31,2462,-78

1364405327,00:01:36:57:be:88,2427,-71
1364405327,00:1c:10:af:35:b5,2462,-14
1364405327,00:25:bc:88:5b:6d,2427,-72
1364405327,00:26:18:9f:c0:c9,2437,-37
1364405327,1c:17:d3:fc:db:20,2462,-69
1364405327,1c:17:d3:fc:f1:10,2412,-73
1364405327,2c:b0:5d:9e:26:6b,2417,-75
1364405327,74:44:01:96:50:66,2422,-2
1364405327,ac:a0:16:ca:5b:e0,2462,-86
1364405327,ac:a0:16:ca:5c:92,2437,-87
1364405327,ac:a0:16:ca:c3:c0,2437,-85
1364405327,ac:a0:16:ca:c3:c1,2437,-88
1364405327,d0:57:4c:56:fd:40,2462,-67
1364405327,d0:57:4c:56:fd:43,2462,-63
1364405327,d0:57:4c:57:57:ff,5220,-67
1364405327,dc:7b:94:87:27:31,2462,-78
1364405327,dc:7b:94:87:27:33,2462,-78
1364405327,dc:7b:94:87:53:d2,2412,-87

1364405510,00:01:36:57:be:88,2427,-83
1364405510,00:1c:10:af:35:b5,2462,-14
1364405510,00:25:bc:88:5b:6d,2427,-72
1364405510,00:26:18:9f:c0:c9,2437,-37
1364405510,1c:17:d3:fc:db:20,2462,-69
1364405510,1c:17:d3:fc:f1:1f,5785,-83
1364405510,2c:b0:5d:9e:26:6b,2417,0
1364405510,74:44:01:96:50:66,2422,-2
1364405510,ac:a0:16:ca:5b:e0,2462,-86
1364405510,ac:a0:16:ca:5c:92,2437,-87
1364405510,ac:a0:16:ca:c3:c1,2437,-88
1364405510,d0:57:4c:56:58:63,2412,-90
1364405510,d0:57:4c:56:fd:42,2462,-66
1364405510,d0:57:4c:57:57:ff,5220,-68
1364405510,dc:7b:94:87:27:33,2462,-78
1364405510,dc:7b:94:87:29:c1,2437,-78

1364405560,00:01:36:57:be:88,2427,-83
1364405560,00:15:6d:9e:64:b6,5745,-95
1364405560,04:c5:a4:67:a5:ae,5765,-91
1364405560,5c:96:9d:64:5d:e1,2462,-76
1364405560,74:44:01:96:50:66,2422,-76
1364405560,ac:a0:16:ca:a4:70,2462,-83
1364405560,ac:a0:16:ca:c7:1e,5240,-92
1364405560,d0:57:4c:08:85:70,2412,-81
1364405560,d0:57:4c:56:58:b0,2462,-80
1364405560,d0:57:4c:57:48:df,5785,-94
1364405560,dc:7b:94:87:0d:e3,2437,-87
1364405560,dc:7b:94:87:26:f1,2412,-91
1364405560,dc:7b:94:87:29:c1,2437,-78
1364405560,dc:7b:94:87:38:13,2437,-77
1364405560,dc:7b:94:87:93:b2,2462,-85
1364405560,dc:7b:94:87:94:1c,5805,-92

1364405638,00:01:36:57:be:87,2427,-83
1364405638,02:27:57:14:9c:13,2437,-77
1364405638,1c:17:d3:fc:ef:b0,2462,-80
1364405638,28:cf:da:b0:5c:e1,2412,-86
