time,BSSID,freq,level
1364356944,d0:57:4c:57:58:00,2437,-68
1364356944,dc:7b:94:87:29:b0,2462,-87

1364357187,d0:57:4c:57:58:00,2437,-68
1364357187,dc:7b:94:87:29:b0,2462,-87

1364357514,d0:57:4c:57:58:00,2437,-68
1364357514,dc:7b:94:87:46:f2,2412,-89

1364357799,d0:57:4c:57:58:00,2437,-68
1364357799,dc:7b:94:87:29:b3,2462,-86
1364357799,dc:7b:94:87:46:f2,2412,-89

1364358084,d0:57:4c:57:58:00,2437,-68
1364358084,dc:7b:94:87:29:b0,2462,-90
1364358084,dc:7b:94:87:46:f2,2412,-89

1364358186,d0:57:4c:57:58:00,2437,-68
1364358186,dc:7b:94:87:29:b0,2462,-90
1364358186,dc:7b:94:87:46:f2,2412,-89

1364358387,d0:57:4c:57:58:00,2437,-68
1364358387,dc:7b:94:87:29:b0,2462,-90

1364358986,d0:57:4c:57:58:00,2437,-68

1364359271,d0:57:4c:57:58:00,2437,-68

1364359556,b8:c7:5d:06:14:6b,2412,-91
1364359556,d0:57:4c:57:58:00,2437,-68
1364359556,dc:7b:94:87:29:b2,2462,-88

1364359587,b8:c7:5d:06:14:6b,2412,-91
1364359587,d0:57:4c:57:58:00,2437,-68
1364359587,dc:7b:94:87:29:b2,2462,-88

1364359841,b8:c7:5d:06:14:6b,2412,-91
1364359841,d0:57:4c:57:58:00,2437,-68
1364359841,dc:7b:94:87:26:d0,2412,-92
1364359841,dc:7b:94:87:29:b2,2462,-88
1364359841,dc:7b:94:87:46:f2,2412,-90

1364360126,b8:c7:5d:06:14:6b,2412,-91
1364360126,d0:57:4c:57:58:00,2437,-68
1364360126,dc:7b:94:87:26:d0,2412,-92
1364360126,dc:7b:94:87:29:b2,2462,-88
1364360126,dc:7b:94:87:46:f2,2412,-90

1364360411,d0:57:4c:57:58:00,2437,-68
1364360411,dc:7b:94:87:26:d0,2412,-92
1364360411,dc:7b:94:87:29:b0,2462,-87
1364360411,dc:7b:94:87:46:f2,2412,-90

1364360696,d0:57:4c:57:58:00,2437,-68
1364360696,dc:7b:94:87:26:d3,2412,-92
1364360696,dc:7b:94:87:29:b0,2462,-87

1364360787,d0:57:4c:57:58:00,2437,-68
1364360787,dc:7b:94:87:26:d3,2412,-92
1364360787,dc:7b:94:87:29:b0,2462,-87

1364361598,d0:57:4c:57:58:00,2437,-68
1364361598,dc:7b:94:87:21:f3,2462,-90

1364361883,d0:57:4c:57:58:00,2437,-68
1364361883,dc:7b:94:87:21:f3,2462,-90

1364361987,d0:57:4c:57:58:00,2437,-68
1364361987,dc:7b:94:87:21:f3,2462,-90

1364362168,d0:57:4c:57:58:00,2437,-68
1364362168,dc:7b:94:87:21:f3,2462,-90

1364362453,d0:57:4c:57:58:00,2437,-68

1364362738,d0:57:4c:57:58:00,2437,-68

1364363023,d0:57:4c:57:58:00,2437,-68

1364363187,d0:57:4c:57:58:00,2437,-68

1364363308,d0:57:4c:57:58:00,2437,-68
1364363308,dc:7b:94:87:46:f3,2412,-89

1364363406,d0:57:4c:57:58:00,2437,-68
1364363406,dc:7b:94:87:46:f3,2412,-89

1364364210,d0:57:4c:57:58:00,2437,-68
1364364210,dc:7b:94:87:26:d1,2412,-91
1364364210,dc:7b:94:87:29:b0,2462,-86
1364364210,dc:7b:94:87:46:f2,2412,-88

1364364387,d0:57:4c:57:58:00,2437,-68
1364364387,dc:7b:94:87:26:d1,2412,-91
1364364387,dc:7b:94:87:29:b0,2462,-86
1364364387,dc:7b:94:87:46:f2,2412,-88

1364364495,d0:57:4c:57:58:00,2437,-68
1364364495,dc:7b:94:87:26:d1,2412,-91
1364364495,dc:7b:94:87:29:b0,2462,-86
1364364495,dc:7b:94:87:46:f2,2412,-88

1364364780,b8:c7:5d:06:14:6b,2412,-90
1364364780,d0:57:4c:57:58:00,2437,-68
1364364780,dc:7b:94:87:29:b2,2462,-87

1364365065,b8:c7:5d:06:14:6b,2412,-90
1364365065,d0:57:4c:57:58:00,2437,-68
1364365065,dc:7b:94:87:21:f2,2462,-91
1364365065,dc:7b:94:87:29:b2,2462,-87
1364365065,dc:7b:94:87:46:f3,2412,-90

1364365350,b8:c7:5d:06:14:6b,2412,-90
1364365350,d0:57:4c:57:58:00,2437,-68
1364365350,dc:7b:94:87:21:f2,2462,-91
1364365350,dc:7b:94:87:29:b0,2462,-89
1364365350,dc:7b:94:87:46:f3,2412,-88

1364365587,b8:c7:5d:06:14:6b,2412,-90
1364365587,d0:57:4c:57:58:00,2437,-68
1364365587,dc:7b:94:87:21:f2,2462,-91
1364365587,dc:7b:94:87:29:b0,2462,-89
1364365587,dc:7b:94:87:46:f3,2412,-88

1364365635,b8:c7:5d:06:14:6b,2412,-90
1364365635,d0:57:4c:57:58:00,2437,-68
1364365635,dc:7b:94:87:21:f2,2462,-91
1364365635,dc:7b:94:87:29:b0,2462,-87
1364365635,dc:7b:94:87:46:f3,2412,-88

1364365920,d0:57:4c:57:58:00,2437,-68
1364365920,dc:7b:94:87:29:b0,2462,-87
1364365920,dc:7b:94:87:46:f1,2412,-90

