timestamp, activity inference
1364519755,0

1364519758,0

1364519760,0

1364519763,0

1364519766,0

1364519768,0

1364519771,0

1364519773,0

1364519776,0

1364519779,0

1364519781,0

1364519784,0

1364519786,0

1364519789,0

1364519791,0

1364519794,0

1364519797,0

1364519799,0

1364519802,0

1364519804,0

1364519807,0

1364519809,0

1364519812,0

1364519994,0

1364519997,0

1364519999,0

1364520002,0

1364520005,0

1364520007,0

1364520010,0

1364520012,0

1364520015,0

1364520017,0

1364520020,0

1364520023,0

1364520025,0

1364520028,0

1364520030,0

1364520033,0

1364520036,0

1364520038,0

1364520041,0

1364520043,0

1364520046,0

1364520048,0

1364520051,0

1364520054,0

1364520241,0

1364529231,0

1364529233,0

1364529236,0

1364529238,0

1364529241,0

1364529243,0

1364529246,0

1364529248,0

1364529251,0

1364529254,0

1364529256,0

1364529259,0

1364529261,0

1364529264,0

1364529266,0

1364529269,0

1364529272,0

1364529274,0

1364529277,0

1364529279,0

1364529282,0

1364529464,0

1364529467,0

1364529469,0

1364529472,0

1364529474,0

1364529477,0

1364529480,0

1364529482,0

1364529485,0

1364529487,0

1364529490,0

1364529492,0

1364529495,0

1364529498,0

1364529500,0

1364529503,0

1364529505,0

1364529508,0

1364529705,0

1364529708,0

1364529711,0

1364529713,0

1364529716,0

1364529718,0

1364529721,0

1364529723,0

1364529726,0

1364529729,0

1364529731,0

1364529734,0

1364529736,0

1364529739,0

1364529741,0

1364529744,0

1364529747,0

1364529749,0

1364529752,0

1364529754,0

1364529757,0

1364529759,0

1364529762,0

1364529944,0

1364529947,0

1364529949,0

1364529952,0

1364529954,0

1364529957,0

1364529959,0

1364529962,0

1364529965,0

1364529967,0

1364529970,0

1364529972,0

1364529975,0

1364529978,0

1364529980,0

1364529983,0

1364529985,0

1364529988,0

1364529990,0

1364529993,0

1364529996,0

1364529998,0

1364530001,0

1364530003,0

1364530186,0

1364530189,0

1364530192,0

1364530194,0

1364530197,0

1364530199,0

1364530202,0

1364530204,0

1364530207,0

1364530210,0

1364530212,0

1364530215,0

1364530217,0

1364530220,0

1364530223,0

1364530225,0

1364530228,0

1364530230,0

1364530233,0

1364530235,0

1364530238,0

1364530241,0

1364530243,0

1364530426,0

1364530429,0

1364530431,0

1364530434,0

1364530437,0

1364530439,0

1364530442,0

1364530444,0

1364530447,0

1364530450,0

1364530452,0

1364530455,0

1364530457,0

1364530460,0

1364530462,0

1364530465,0

1364530468,0

1364530470,0

1364530473,0

1364530475,0

1364530478,0

1364530480,0

1364530483,0

1364530664,0

1364530667,0

1364530670,0

1364530672,0

1364530675,0

1364530677,0

1364530680,0

1364530682,0

1364530685,0

1364530688,0

1364530690,0

1364530693,0

1364530695,0

1364530698,0

1364530701,0

1364530703,0

1364530711,0

1364530713,0

1364530716,0

1364530719,0

1364530721,0

1364530724,0

1364530907,0

1364530909,0

1364530912,0

1364530915,0

1364530917,0

1364530920,0

1364530922,0

1364530925,0

1364530927,0

1364530930,0

1364530933,0

1364530935,0

1364530938,0

1364530940,0

1364530943,0

1364530945,0

1364530948,0

1364530951,0

1364530953,0

1364530956,0

1364530958,0

1364530961,0

1364530964,0

1364531147,0

1364531149,0

1364531152,0

1364531154,0

1364531157,0

1364531160,0

1364531162,0

1364531165,0

1364531167,0

1364531170,0

1364531172,0

1364531175,0

1364531178,0

1364531180,0

1364531183,0

1364531185,0

1364531188,0

1364531190,0

1364531193,0

1364531196,0

1364531198,0

1364531201,0

1364531203,0

1364531387,0

1364531389,0

1364531392,0

1364531394,0

1364531397,0

1364531399,0

1364531402,0

1364531405,0

1364531407,0

1364531410,0

1364531412,0

1364531415,0

1364531417,0

1364531420,0

1364531423,0

1364531425,0

1364531428,0

1364531430,0

1364531433,0

1364531435,0

1364531438,0

1364531441,0

1364531443,0

1364531626,0

1364531629,0

1364531631,0

1364531634,0

1364531637,0

1364531639,0

1364531642,0

1364531645,0

1364531647,0

1364531650,0

1364531652,0

1364531655,0

1364531657,0

1364531660,0

1364531663,0

1364531665,0

1364531668,0

1364531670,0

1364531673,0

1364531676,0

1364531678,0

1364531681,0

1364531683,0

1364531686,0

1364531869,0

1364531872,0

1364531874,0

1364531877,0

1364531879,0

1364531882,0

1364531885,0

1364531887,0

1364531890,0

1364531892,0

1364531895,0

1364531897,0

1364531900,0

1364531903,0

1364531905,0

1364531908,0

1364531910,0

1364531913,0

1364531915,0

1364531918,0

1364531921,0

1364531923,0

1364531926,0

1364532109,0

1364532111,0

1364532114,0

1364532117,0

1364532119,0

1364532122,0

1364532124,0

1364532127,0

1364532130,0

1364532132,0

1364532135,0

1364532137,0

1364532140,0

1364532142,0

1364532145,0

1364532148,0

1364532150,0

1364532153,0

1364532155,0

1364532158,0

1364532160,0

1364532163,0

1364532166,0

1364532349,0

1364532351,0

1364532354,0

1364532356,0

1364532359,0

1364532362,0

1364532364,0

1364532367,0

1364532369,0

1364532372,0

1364532375,0

1364532377,0

1364532380,0

1364532382,0

1364532385,0

1364532387,0

1364532390,0

1364532393,0

1364532395,0

1364532398,0

1364532400,0

1364532403,0

1364532406,0

1364532589,0

1364532591,0

1364532594,0

1364532596,0

1364532599,0

1364532602,0

1364532604,0

1364532607,0

1364532609,0

1364532612,0

1364532614,0

1364532617,0

1364532620,0

1364532622,0

1364532625,0

1364532627,0

1364532630,0

1364532632,0

1364532635,0

1364532638,0

1364532640,0

1364532643,0

1364532645,0

1364532828,0

1364532831,0

1364532834,0

1364532836,0

1364532839,0

1364532841,0

1364532844,0

1364532847,0

1364532849,0

1364532852,0

1364532854,0

1364532857,0

1364532859,0

1364532862,0

1364532865,0

1364532867,0

1364532870,0

1364532872,0

1364532875,0

1364532877,0

1364532880,0

1364532883,0

1364532885,0

1364533071,0

1364533073,0

1364533076,0

1364533079,0

1364533081,0

1364533084,0

1364533086,0

1364533089,0

1364533092,0

1364533094,0

1364533097,0

1364533099,0

1364533102,0

1364533104,0

1364533107,0

1364533110,0

1364533112,0

1364533115,0

1364533117,0

1364533120,0

1364533122,0

1364533125,0

1364533128,0

1364533311,0

1364533313,0

1364533316,0

1364533319,0

1364533321,0

1364533324,0

1364533326,0

1364533329,0

1364533331,0

1364533334,0

1364533337,0

1364533339,0

1364533342,0

1364533344,0

1364533347,0

1364533349,0

1364533352,0

1364533355,0

1364533357,0

1364533360,0

1364533362,0

1364533365,0

1364533367,0

1364533551,0

1364533553,0

1364533556,0

1364533558,0

1364533561,0

1364533564,0

1364533566,0

1364533569,0

1364533571,0

1364533574,0

1364533576,0

1364533579,0

1364533582,0

1364533584,0

1364533587,0

1364533589,0

1364533592,0

1364533595,0

1364533597,0

1364533600,0

1364533602,0

1364533605,0

1364533607,0

1364533790,0

1364533793,0

1364533796,0

1364533798,0

1364533801,0

1364533803,0

1364533806,0

1364533809,0

1364533811,0

1364533814,0

1364533816,0

1364533819,0

1364533821,0

1364533824,0

1364533827,0

1364533829,0

1364533832,0

1364533834,0

1364533837,0

1364533840,0

1364533842,0

1364533845,0

1364533847,0

1364534030,0

1364534033,0

1364534036,0

1364534038,0

1364534041,0

1364534043,0

1364534046,0

1364534048,0

1364534051,0

1364534054,0

1364534056,0

1364534059,0

1364534061,0

1364534064,0

1364534066,0

1364534069,0

1364534072,0

1364534074,0

1364534077,0

1364534079,0

1364534082,0

1364534084,0

1364534087,0

1364534273,0

1364534275,0

1364534278,0

1364534281,0

1364534283,0

1364534286,0

1364534288,0

1364534291,0

1364534293,0

1364534296,0

1364534299,0

1364534301,0

1364534304,0

1364534306,0

1364534309,0

1364534311,0

1364534314,0

1364534317,0

1364534319,0

1364534322,0

1364534324,0

1364534327,0

1364534329,0

1364534513,0

1364534515,0

1364534518,0

1364534520,0

1364534523,0

1364534526,0

1364534528,0

1364534531,0

1364534533,0

1364534536,0

1364534538,0

1364534541,0

1364534544,0

1364534546,0

1364534549,0

1364534551,0

1364534554,0

1364534557,0

1364534559,0

1364534562,0

1364534564,0

1364534567,0

1364534569,0

1364534753,0

1364534755,0

1364534758,0

1364534760,0

1364534763,0

1364534765,0

1364534768,0

1364534771,0

1364534773,0

1364534776,0

1364534778,0

1364534781,0

1364534783,0

1364534786,0

1364534789,0

1364534791,0

1364534794,0

1364534796,0

1364534799,0

1364534802,0

1364534804,0

1364534807,0

1364534809,0

1364534992,0

1364534995,0

1364534998,0

1364535000,0

1364535003,0

1364535005,0

1364535008,0

1364535010,0

1364535013,0

1364535016,0

1364535018,0

1364535021,0

1364535023,0

1364535026,0

1364535028,0

1364535031,0

1364535034,0

1364535036,0

1364535039,0

1364535041,0

1364535044,0

1364535046,0

1364535049,0

1364535232,0

1364535235,0

1364535237,0

1364535240,0

1364535243,0

1364535245,0

1364535248,0

1364535250,0

1364535253,0

1364535256,0

1364535258,0

1364535261,0

1364535263,0

1364535266,0

1364535268,0

1364535271,0

1364535274,0

1364535276,0

1364535279,0

1364535281,0

1364535284,0

1364535286,0

1364535289,0

1364535472,0

1364535475,0

1364535478,0

1364535480,0

1364535483,0

1364535485,0

1364535488,0

1364535490,0

1364535493,0

1364535496,0

1364535498,0

1364535501,0

1364535503,0

1364535506,0

1364535509,0

1364535511,0

1364535514,0

1364535516,0

1364535519,0

1364535521,0

1364535524,0

1364535527,0

1364535529,0

1364535532,0

1364535715,0

1364535717,0

1364535720,0

1364535723,0

1364535725,0

1364535728,0

1364535730,0

1364535733,0

1364535735,0

1364535738,0

1364535741,0

1364535743,0

1364535746,0

1364535748,0

1364535751,0

1364535754,0

1364535756,0

1364535759,0

1364535761,0

1364535764,0

1364535766,0

1364535769,0

1364535772,0

1364535955,0

1364535957,0

1364535960,0

1364535962,0

1364535965,0

1364535968,0

1364535970,0

1364535973,0

1364535975,0

1364535978,0

1364535980,0

1364535983,0

1364535986,0

1364535988,0

1364535991,0

1364535993,0

1364535996,0

1364535998,0
