timestamp, activity inference
1364501744,1

1364501746,1

1364501748,1

1364501750,1

1364501752,3

1364501754,3

1364501756,3

1364501759,3

1364501761,3

1364501763,3

1364501765,0

1364501767,0

1364501769,0

1364501771,0

1364501773,0

1364501775,0

1364501777,0

1364501779,0

1364501781,0

1364501783,0

1364501786,0

1364501788,0

1364501790,0

1364501792,0

1364501794,0

1364501796,0

1364501798,0

1364501982,0

1364501984,0

1364501986,0

1364501988,0

1364501990,3

1364501992,3

1364501994,3

1364501996,3

1364501999,3

1364502001,3

1364502003,3

1364502005,3

1364502007,0

1364502009,0

1364502011,0

1364502013,0

1364502015,0

1364502017,0

1364502019,0

1364502021,0

1364502023,0

1364502025,0

1364502028,0

1364502030,0

1364502032,0

1364502034,0

1364502036,0

1364502038,0

1364502222,0

1364502224,3

1364502226,3

1364502228,3

1364502231,3

1364502233,3

1364502235,3

1364502237,1

1364502239,3

1364502241,3

1364502243,3

1364502245,0

1364502247,3

1364502251,0

1364502253,0

1364502255,0

1364502258,0

1364502260,0

1364502262,0

1364502266,0

1364502270,0

1364502274,0

1364502276,0

1364502278,0

1364502462,0

1364502468,0

1364502472,0

1364502474,0

1364502476,0

1364502480,0

1364502483,0

1364502485,0

1364502487,1

1364502489,1

1364502491,0

1364502493,0

1364502495,0

1364502497,0

1364502499,0

1364502501,0

1364502503,0

1364502505,0

1364502510,0

1364502514,0

1364502516,0

1364502520,0

1364502704,0

1364502706,0

1364502708,0

1364502710,0

1364502713,0

1364502715,0

1364502717,0

1364502719,0

1364502721,0

1364502723,0

1364502725,0

1364502727,0

1364502729,0

1364502731,0

1364502733,0

1364502735,0

1364502737,0

1364502740,0

1364502742,0

1364502744,0

1364502746,0

1364502748,0

1364502750,0

1364502752,0

1364502754,0

1364502756,0

1364502758,0

1364502760,0

1364502942,0

1364502944,0

1364502946,0

1364502949,0

1364502951,0

1364502953,0

1364502955,0

1364502957,0

1364502959,0

1364502961,0

1364502963,0

1364502965,0

1364502967,0

1364502969,0

1364502971,0

1364502973,0

1364502976,0

1364502978,0

1364502980,0

1364502982,0

1364502984,0

1364502986,0

1364502988,0

1364502990,0

1364502992,0

1364502994,0

1364502996,0

1364502998,0

1364503180,0

1364503183,0

1364503185,0

1364503187,0

1364503189,0

1364503191,0

1364503193,0

1364503195,0

1364503197,0

1364503199,0

1364503201,0

1364503203,0

1364503205,0

1364503207,0

1364503209,0

1364503212,0

1364503214,0

1364503216,0

1364503218,0

1364503220,0

1364503222,0

1364503224,0

1364503226,0

1364503228,0

1364503230,0

1364503232,0

1364503234,0

1364503236,0

1364503239,0

1364503421,0

1364503423,0

1364503425,0

1364503427,0

1364503429,0

1364503431,0

