timestamp, activity inference
1364356800,0

1364356802,0

1364356805,0

1364356808,0

1364356810,0

1364356813,0

1364356815,0

1364356998,0

1364357001,0

1364357003,0

1364357006,0

1364357008,0

1364357011,0

1364357014,0

1364357016,0

1364357019,0

1364357021,0

1364357024,0

1364357026,0

1364357029,0

1364357032,0

1364357034,0

1364357037,0

1364357039,0

1364357042,0

1364357044,0

1364357047,0

1364357050,0

1364357052,0

1364357055,0

1364357238,0

1364357240,0

1364357243,0

1364357245,0

1364357248,0

1364357251,0

1364357253,0

1364357256,0

1364357258,0

1364357261,0

1364357263,0

1364357266,0

1364357269,0

1364357271,0

1364357274,0

1364357276,0

1364357279,0

1364357281,0

1364357284,0

1364357287,0

1364357289,0

1364357292,0

1364357294,0

1364357477,0

1364357480,0

1364357482,0

1364357485,0

1364357488,0

1364357490,0

1364357493,0

1364357495,0

1364357498,0

1364357500,0

1364357503,0

1364357506,0

1364357508,0

1364357511,0

1364357513,0

1364357516,0

1364357518,0

1364357521,0

1364357524,0

1364357526,0

1364357529,0

1364357531,0

1364357534,0

1364357717,0

1364357719,0

1364357722,0

1364357725,0

1364357727,0

1364357730,0

1364357732,0

1364357735,0

1364357737,0

1364357740,0

1364357743,0

1364357745,0

1364357748,0

1364357750,0

1364357753,0

1364357755,0

1364357758,0

1364357761,0

1364357763,0

1364357766,0

1364357768,0

1364357771,0

1364357774,0

1364357956,0

1364357959,0

1364357962,0

1364357964,0

1364357967,0

1364357969,0

1364357972,0

1364357974,0

1364357977,0

1364357980,0

1364357982,0

1364357985,0

1364357987,0

1364357990,0

1364357992,0

1364357995,0

1364357998,0

1364358000,0

1364358003,0

1364358005,0

1364358008,0

1364358011,0

1364358013,0

1364358016,0

1364358199,0

1364358201,0

1364358204,0

1364358206,0

1364358209,0

1364358211,0

1364358214,0

1364358217,0

1364358219,0

1364358222,0

1364358224,0

1364358227,0

1364358229,0

1364358232,0

1364358235,0

1364358237,0

1364358240,0

1364358242,0

1364358245,0

1364358248,0

1364358250,0

1364358253,0

1364358255,0

1364358438,0

1364358441,0

1364358443,0

1364358446,0

1364358448,0

1364358451,0

1364358454,0

1364358456,0

1364358459,0

1364358461,0

1364358464,0

1364358466,0

1364358469,0

1364358472,0

1364358474,0

1364358477,0

1364358479,0

1364358482,0

1364358485,0

1364358487,0

1364358490,0

1364358492,0

1364358495,0

1364358678,0

1364358680,0

1364358683,0

1364358685,0

1364358688,0

1364358691,0

1364358693,0

1364358696,0

1364358698,0

1364358701,0

1364358703,0

1364358706,0

1364358709,0

1364358711,0

1364358714,0

1364358716,0

1364358719,0

1364358722,0

1364358724,0

