timestamp, activity inference
1364404044,0

1364404046,0

1364404049,0

1364404052,0

1364404054,0

1364404057,0

1364404059,0

1364404062,0

1364404064,0

1364404067,0

1364404070,0

1364404072,0

1364404075,0

1364404077,0

1364404080,0

1364404082,0

1364404085,0

1364404088,0

1364404090,0

1364404093,0

1364404098,0

1364404279,0

1364404282,0

1364404284,0

1364404287,0

1364404289,0

1364404292,0

1364404294,0

1364404297,0

1364404300,0

1364404302,0

1364404305,0

1364404307,0

1364404310,0

1364404313,0

1364404315,0

1364404318,0

1364404320,0

1364404323,0

1364404325,0

1364404328,0

1364404331,0

1364404333,0

1364404336,0

1364404338,0

1364404519,0

1364404521,0

1364404524,0

1364404526,0

1364404529,0

1364404532,0

1364404534,0

1364404537,0

1364404539,0

1364404542,0

1364404544,0

1364404547,0

1364404550,0

1364404552,0

1364404555,0

1364404557,0

1364404560,0

1364404563,0

1364404573,0

1364404761,0

1364404764,0

1364404766,0

1364404769,0

1364404771,0

1364404774,0

1364404777,0

1364404779,0

1364404782,0

1364404784,0

1364404787,3

1364404790,3

1364404792,3

1364404795,3

1364404797,3

1364404800,3

1364404802,3

1364404805,3

1364404808,0

1364404810,0

1364404813,0

1364404815,0

1364404818,0

1364405001,0

1364405003,0

1364405011,0

1364405014,1

1364405016,1

1364405019,1

1364405022,1

1364405029,1

1364405032,1

1364405035,1

1364405037,1

1364405040,1

1364405042,1

1364405045,1

1364405047,1

1364405050,1

1364405053,1

1364405055,1

1364405058,1

1364405250,1

1364405252,1

1364405255,1

1364405257,1

1364405268,1

1364405270,1

1364405294,1

1364405296,1

1364405479,1

1364405515,1

1364405518,1

1364405521,1

1364405536,2

1364405539,2

1364405724,2

1364405727,1

1364405729,1

1364405732,1

1364405734,1

1364405737,1

1364405740,1

1364405742,1

1364405745,1

1364405747,1

1364405750,1

1364405753,1

1364405755,1

1364405758,1

1364405760,1

1364405763,1

1364405765,1

1364405768,1

1364405771,1

1364405773,1

1364405776,1

1364405778,1

1364405960,1

1364405962,1

1364405965,1

1364405967,1

1364405970,1

1364405972,1

1364405975,1

1364405978,1

1364405980,1

1364405983,1

1364405985,1

1364405988,1

1364405991,1

1364405993,1

1364405996,1

1364406001,1

1364406003,1

1364406006,2

1364406014,2

1364406016,2

1364406019,1

1364406212,1

1364406215,1

1364406217,1

1364406222,0

1364406225,0

1364406228,0

1364406230,0

1364406233,3

1364406235,0

1364406238,1

1364406246,1

1364406248,0

1364406251,0

1364406253,0

1364406256,0

1364406258,0

1364406441,0

1364406443,0

1364406446,0

1364406449,0

1364406451,0

1364406454,1

1364406456,1

1364406459,1

1364406461,1

1364406464,1

1364406467,1

1364406469,1

1364406472,1

1364406474,1

1364406477,2

1364406480,2

1364406482,2

1364406485,2

1364406487,1

1364406490,1

1364406492,1

1364406495,1

1364406498,1

1364406680,1

1364406683,1

1364406685,1

1364406688,1

1364406691,1

1364406693,1

1364406696,1

1364406698,1

1364406701,2

1364406704,2

1364406706,2

1364406709,2

1364406711,2

1364406714,2

1364406716,2

1364406719,2

1364406722,2

1364406724,2

1364406727,1

1364406729,1

1364406732,1

1364406735,1

1364406737,1

1364406920,1

1364406925,1

1364406928,1

1364406930,0

1364406933,0

1364406936,0

1364406938,0

1364406941,0

1364406943,0

1364406946,0

1364406948,0

1364406951,0

1364406953,0

1364406956,0

1364406959,0

1364406961,0

1364406964,0

1364406966,0

1364406969,0

1364406971,0

1364406974,0

1364406977,0

1364406979,0

1364407165,0

1364407167,0

1364407170,0

1364407172,0

1364407175,0

1364407178,0

1364407180,0

1364407183,0

1364407185,0

1364407188,0

1364407191,0

1364407193,0

1364407196,0

1364407198,0

1364407201,0

1364407203,0

1364407206,0

1364407209,0

1364407214,0

1364407216,0

1364407219,2

1364407402,2

1364407404,2

1364407407,1

1364407410,1

1364407412,1

